id,year,years_experience,weeks_worked,occupation_code,industry_code,south_region,metropolitan_resident,ms,female,union_member,education,is_black,log_wage
14,5,19,44,0,0,1,1,1,0,0,17,0,7.1309
14,6,20,44,0,0,1,1,1,0,0,17,0,7.12448
14,7,21,44,0,0,1,1,1,0,0,17,0,7.12287
15,1,9,50,0,0,0,0,0,1,0,14,0,5.94017
15,2,10,46,0,0,0,0,0,1,0,14,0,5.86079
15,3,11,48,0,0,0,0,0,1,0,14,0,5.99894
15,4,12,46,0,0,0,0,0,1,0,14,0,6.0845
15,5,13,48,0,0,0,0,0,1,0,14,0,6.39526
15,6,14,41,0,0,0,0,0,1,0,14,0,6.47697
15,7,15,48,0,0,0,0,0,1,0,14,0,6.47697
16,1,16,50,1,0,1,1,0,1,0,12,1,5.97889
16,2,17,50,1,0,1,1,0,1,0,12,1,5.78383
16,3,18,48,1,0,1,1,0,1,0,12,1,5.85793
16,4,19,48,1,0,1,1,0,1,0,12,1,5.95324
16,5,20,50,1,0,1,1,0,1,0,12,1,6.14633
16,6,21,50,1,0,1,1,0,1,0,12,1,6.17587
16,7,22,49,1,0,1,1,0,1,0,12,1,6.38856
17,1,16,49,0,1,0,0,1,0,0,14,0,6.62007
17,2,17,48,0,1,0,0,1,0,0,14,0,6.49224
17,3,18,49,0,1,0,0,1,0,0,14,0,6.77992
17,4,19,50,0,1,0,0,1,0,0,14,0,6.74524
17,5,20,51,0,1,0,0,1,0,0,14,0,7.09008
17,6,21,46,0,1,0,0,1,0,0,14,0,7.1309
17,7,22,47,0,1,0,0,1,0,0,14,0,7.1309
18,1,25,47,0,1,1,1,1,0,0,16,0,6.90575
18,2,26,46,0,1,1,1,1,0,0,16,0,6.90575
18,3,27,47,0,1,1,1,1,0,0,16,0,7.6009
18,4,28,47,0,1,1,1,1,0,0,16,0,7.64969
18,5,29,47,0,1,1,1,1,0,0,16,0,7.71869
18,6,30,48,0,1,1,1,1,0,0,16,0,7.78322
18,7,31,47,0,1,1,1,1,0,0,16,0,7.80384
19,1,40,37,1,1,0,1,1,0,1,12,0,6.38688
19,2,41,49,1,1,0,1,1,0,1,12,0,6.47389
19,3,42,50,1,1,0,1,1,0,1,12,0,6.54247
19,4,43,47,1,1,0,1,1,0,1,12,0,6.67582
19,5,44,47,1,1,0,1,1,0,1,12,0,6.7417
19,6,45,25,1,1,0,1,1,0,1,12,0,6.83195
19,7,46,40,1,1,0,1,1,0,1,12,0,6.93634
20,1,25,50,0,0,0,0,1,0,0,16,0,6.78333
20,2,26,49,0,1,0,0,1,0,0,16,0,6.85751
20,3,27,49,0,1,0,0,1,0,0,16,0,6.98472
20,4,28,48,0,1,0,0,1,0,0,16,0,7.0579
20,5,29,48,0,1,0,0,1,0,0,16,0,7.20564
20,6,30,49,0,1,0,0,1,0,0,16,0,7.10988
20,7,31,48,0,1,0,0,1,0,0,16,0,7.26683
21,1,28,42,1,1,1,0,1,0,1,4,0,6.05912
21,2,29,46,1,1,1,0,1,0,1,4,0,6.05209
21,3,30,49,1,1,1,0,1,0,1,4,0,5.99146
21,4,31,49,1,1,1,0,1,0,1,4,0,6.21461
21,5,32,48,1,0,1,0,1,0,1,4,0,6.32436
21,6,33,45,1,0,1,0,1,0,1,4,0,6.44254
21,7,34,42,1,1,1,0,1,0,1,4,0,6.44254
22,1,20,46,0,0,0,0,1,0,0,14,0,6.59987
22,2,21,45,0,0,0,0,1,0,0,14,0,6.59987
22,3,22,44,0,0,0,0,1,0,0,14,0,6.68461
22,4,23,46,0,0,0,0,1,0,0,14,0,6.72743
22,5,24,47,0,0,0,0,1,0,0,14,0,6.88244
22,6,25,51,0,1,0,0,1,0,0,14,0,6.95655
22,7,26,47,0,0,0,0,1,0,0,14,0,7.04752
23,1,11,50,0,0,0,1,1,0,0,16,0,6.90575
23,2,12,50,0,0,0,1,1,0,0,16,0,6.90575
23,3,13,51,0,0,0,1,1,0,0,16,0,7.49554
23,4,14,50,0,0,0,1,1,0,0,16,0,7.66153
23,5,15,48,0,0,0,1,1,0,0,16,0,7.86327
23,6,16,47,0,0,0,1,1,0,0,16,0,8.03916
23,7,17,50,0,0,0,1,1,0,0,16,0,7.89357
24,1,5,30,0,0,0,0,0,1,0,12,0,5.43808
24,2,6,51,0,0,0,0,0,1,0,12,0,5.52146
24,3,7,51,1,0,0,0,0,1,0,12,0,5.57973
24,4,8,52,1,0,0,0,0,1,0,12,0,5.66988
24,5,9,49,1,0,0,0,0,1,0,12,0,5.73657
24,6,10,51,1,0,0,0,0,1,1,12,0,5.84354
24,7,11,50,1,0,0,0,0,1,0,12,0,5.85793
25,1,8,37,0,0,0,1,1,0,1,17,0,6.52942
25,2,9,39,0,0,0,1,1,0,1,17,0,6.57925
25,3,10,40,0,0,0,1,1,0,1,17,0,6.71538
25,4,11,38,0,0,0,1,1,0,1,17,0,6.68461
25,5,12,38,0,0,0,1,1,0,1,17,0,6.79122
25,6,13,39,0,0,0,1,1,0,1,17,0,6.97541
25,7,14,41,0,0,0,1,1,0,1,17,0,6.90776
26,1,14,48,0,1,1,1,1,0,0,15,0,6.47697
26,2,15,47,1,1,1,1,1,0,0,15,0,6.55108
26,3,16,49,0,1,1,1,1,0,0,15,0,6.86693
26,4,17,48,0,1,1,1,1,0,0,15,0,6.85646
26,5,18,47,0,1,1,1,1,0,0,15,0,7.27932
26,6,19,47,0,1,1,1,1,0,0,15,0,7.54961
26,7,20,48,0,1,1,1,1,0,0,15,0,7.36708
27,1,8,50,0,0,0,1,0,0,0,16,0,6.01616
27,2,9,52,0,0,0,1,0,0,0,16,0,6.90575
27,3,10,48,0,0,0,0,0,0,0,16,0,7.04752
27,4,11,50,0,0,0,0,0,0,0,16,0,7.26193
27,5,12,50,0,0,0,0,0,0,0,16,0,7.09008
27,6,13,45,0,0,0,0,0,0,0,16,0,6.96319
27,7,14,23,0,0,0,0,0,0,0,16,0,7.31322
28,1,26,50,1,0,0,1,1,0,0,12,0,6.7334
28,2,27,50,1,0,0,1,1,0,0,12,0,6.69703
28,3,28,50,1,0,0,1,1,0,0,12,0,6.68461
28,4,29,50,1,0,0,1,1,0,0,12,0,6.74524
28,5,30,50,1,0,0,1,1,0,0,12,0,6.73102
28,6,31,49,1,0,0,1,1,0,0,12,0,6.80239
28,7,32,49,1,0,0,1,1,0,0,12,0,6.74524
29,1,31,49,0,0,0,1,1,0,0,14,0,6.90575
29,2,32,49,0,0,0,1,1,0,0,14,0,6.90575
29,3,33,49,0,0,0,1,1,0,0,14,0,7.06219
29,4,34,49,0,0,0,1,1,0,0,14,0,7.57558
29,5,35,50,0,0,0,1,1,0,0,14,0,7.67322
29,6,36,49,0,0,0,1,1,0,0,14,0,7.47307
29,7,37,49,0,0,0,1,1,0,0,14,0,7.56008
30,1,17,47,0,0,1,1,0,1,0,12,0,6.19644
30,2,18,47,0,0,1,1,0,1,0,12,0,6.29895
30,3,19,48,0,0,1,1,0,1,0,12,0,6.3315
30,4,20,49,0,0,1,1,0,1,0,12,0,6.36303
30,5,21,49,0,0,1,1,0,1,0,12,0,6.48158
30,6,22,45,0,0,1,1,0,1,0,12,0,6.57786
30,7,23,49,0,0,1,1,0,1,0,12,0,6.64379
31,1,22,48,0,1,0,1,1,0,0,17,0,6.90575
31,2,23,48,0,1,0,1,1,0,0,17,0,6.90575
31,3,24,48,0,1,0,1,1,0,0,17,0,7.31322
31,4,25,47,0,1,0,1,1,0,0,17,0,7.24423
31,5,26,43,0,1,0,1,1,0,0,17,0,7.48437
31,6,27,47,0,0,0,1,1,0,0,17,0,7.54961
31,7,28,45,0,1,0,1,1,0,0,17,0,7.61332
32,1,30,50,0,1,0,1,1,0,0,16,0,6.90575
32,2,31,49,0,1,0,1,1,0,0,16,0,6.90575
32,3,32,49,0,1,0,1,1,0,0,16,0,7.46737
32,4,33,48,0,1,0,1,1,0,0,16,0,7.40853
32,5,34,49,0,1,0,1,1,0,0,16,0,7.60589
32,6,35,47,0,1,0,1,1,0,0,16,0,8.04879
32,7,36,47,0,1,0,1,1,0,0,16,0,7.74066
33,1,14,51,0,0,0,1,1,0,0,16,0,6.90575
33,2,15,47,0,0,0,1,1,0,0,16,0,6.90575
33,3,16,51,0,0,0,1,1,0,0,16,0,7.17012
33,4,17,47,0,0,0,1,1,0,0,16,0,7.27932
33,5,18,48,0,0,0,1,1,0,0,16,0,7.24065
33,6,19,50,0,0,0,1,1,0,0,16,0,7.37776
33,7,20,49,0,0,0,1,1,0,0,16,0,7.46737
34,1,45,48,1,0,1,0,1,0,0,8,0,5.7589
34,2,46,48,1,0,1,0,1,0,0,8,0,5.86079
34,3,47,48,1,0,1,0,1,0,0,8,0,5.82305
34,4,48,49,1,0,1,0,1,0,0,8,0,5.94803
34,5,49,50,1,0,1,0,1,0,0,8,0,6.24804
34,6,50,48,1,0,1,0,1,0,0,8,0,6.20658
34,7,51,46,1,0,1,0,1,0,0,8,0,5.98394
35,1,8,30,1,0,0,1,1,0,1,13,1,6.51471
35,2,9,49,1,1,0,1,1,0,1,13,1,6.6107
35,3,10,48,1,1,0,1,1,0,1,13,1,6.39693
35,4,11,49,1,1,0,1,1,0,1,13,1,6.75227
35,5,12,34,1,1,0,1,1,0,1,13,1,6.88653
35,6,13,48,1,1,0,1,1,0,1,13,1,7.01212
35,7,14,45,1,1,0,1,1,0,1,13,1,7.02554
36,1,15,52,1,0,1,1,1,0,0,10,0,6.62007
36,2,16,47,0,0,1,1,1,0,0,10,0,6.77422
36,3,17,50,0,0,1,0,1,0,0,10,0,7.1309
36,4,18,50,0,0,1,0,1,0,0,10,0,7.08841
36,5,19,48,0,0,1,1,1,0,0,10,0,7.1309
36,6,20,50,0,0,1,1,1,0,0,10,0,6.90776
36,7,21,41,0,0,1,1,1,0,0,10,0,7.18007
37,1,12,52,0,0,0,1,1,0,0,14,0,6.90575
37,2,13,47,0,0,0,1,1,0,0,14,0,6.7417
37,3,14,50,0,0,0,1,1,0,0,14,0,7.00307
37,4,15,49,0,0,0,1,1,0,0,14,0,7.1309
37,5,16,50,0,0,0,1,1,0,0,14,0,7.14283
37,6,17,48,0,0,0,1,1,0,0,14,0,7.28276
37,7,18,49,0,0,0,1,0,0,0,14,0,7.40914
38,1,10,48,1,1,0,0,1,0,1,12,0,6.05209
38,2,11,49,1,1,0,0,1,0,1,12,0,6.05209
38,3,12,48,1,1,0,0,1,0,1,12,0,6.05209
38,4,13,48,1,1,0,0,1,0,1,12,0,6.36819
38,5,14,49,1,1,0,0,1,0,1,12,0,6.43615
38,6,15,48,0,1,0,0,1,0,1,12,0,6.54965
38,7,16,49,1,1,0,0,1,0,1,12,0,6.52209
39,1,6,47,0,0,0,1,1,0,0,13,0,6.47697
39,2,7,51,0,0,0,1,0,0,0,13,0,6.58617
39,3,8,48,0,0,0,1,0,0,0,13,0,6.47697
39,4,9,50,0,0,0,1,0,0,0,13,0,6.52942
39,5,10,50,0,0,0,1,0,0,0,13,0,6.80239
39,6,11,52,0,0,0,1,0,0,0,13,0,6.77992
39,7,12,51,0,0,0,1,1,0,0,13,0,6.80793
40,1,30,47,0,0,1,0,1,0,1,8,0,6.35784
40,2,31,39,0,0,1,0,1,0,1,8,0,6.49979
40,3,32,32,0,0,1,0,1,0,1,8,0,6.58203
40,4,33,35,0,0,1,0,1,0,1,8,0,6.69456
40,5,34,47,0,0,1,0,1,0,1,8,0,6.78784
40,6,35,45,0,0,1,0,1,0,1,8,0,6.90776
40,7,36,47,0,0,1,0,1,0,1,8,0,7.35819
41,1,20,50,0,0,1,1,1,0,0,16,0,6.90575
41,2,21,50,0,0,1,1,1,0,0,16,0,6.90575
41,3,22,50,0,0,1,1,1,0,0,16,0,7.37776
41,4,23,50,0,0,1,1,1,0,0,16,0,7.49109
41,5,24,50,0,0,1,1,1,0,0,16,0,7.57558
41,6,25,48,0,0,1,1,1,0,0,16,0,7.52833
41,7,26,47,0,0,1,1,1,0,0,16,0,7.745
42,1,30,38,1,1,0,1,0,1,1,12,1,6.2186
42,2,31,41,1,0,0,1,0,1,1,12,1,6.49375
42,3,32,51,1,0,0,1,0,1,1,12,1,6.58064
42,4,33,50,1,1,0,1,0,1,1,12,1,6.6896
42,5,34,42,1,1,0,1,0,1,1,12,1,6.79347
42,6,35,50,1,1,0,1,0,1,1,12,1,6.92461
42,7,36,49,1,1,0,1,0,1,1,12,1,7.02554
43,1,5,49,0,0,0,1,1,0,0,16,0,6.68461
43,2,6,47,0,0,0,1,1,0,0,16,0,6.84375
43,3,7,48,0,0,0,1,1,0,0,16,0,6.90776
43,4,8,49,0,0,0,1,1,0,0,16,0,7.00307
43,5,9,46,0,0,0,1,1,0,0,16,0,7.1309
43,6,10,45,0,0,0,1,1,0,0,16,0,7.40853
43,7,11,49,0,0,0,1,1,0,0,16,0,7.43838
44,1,7,48,0,1,0,1,1,0,0,17,0,6.90575
44,2,8,48,0,1,0,1,1,0,0,17,0,6.90575
44,3,9,48,0,1,0,1,1,0,0,17,0,7.20786
44,4,10,47,0,1,0,1,1,0,0,17,0,7.31322
44,5,11,46,0,1,0,1,1,0,0,17,0,7.43838
44,6,12,46,0,1,0,1,1,0,0,17,0,7.49332
44,7,13,46,0,1,0,1,1,0,0,17,0,7.6009
45,1,13,49,0,0,0,1,0,1,0,13,0,6.22456
45,2,14,50,0,0,0,1,0,1,0,13,0,6.33328
45,3,15,50,0,0,0,1,0,1,0,13,0,6.30992
45,4,16,50,0,0,0,1,0,1,0,13,0,6.47697
45,5,17,50,0,0,0,1,0,1,0,13,0,6.63332
45,6,18,50,0,0,0,1,0,1,0,13,0,6.68211
45,7,19,49,0,0,0,1,0,1,0,13,0,6.65286
46,1,6,42,1,0,0,0,1,0,1,12,0,6.12687
46,2,7,44,1,0,0,0,1,0,1,12,0,6.23245
46,3,8,48,1,0,0,0,1,0,1,12,0,6.32615
46,4,9,47,1,0,0,0,1,0,1,12,0,6.32436
46,5,10,48,1,0,0,0,1,0,1,12,0,6.4677
46,6,11,47,0,0,0,0,1,0,1,12,0,6.60665
46,7,12,47,1,0,0,0,1,0,1,12,0,6.55108
47,1,26,48,0,0,0,1,1,0,0,14,0,6.90575
47,2,27,49,0,0,0,1,1,0,0,14,0,6.90575
47,3,28,48,0,0,0,1,1,0,0,14,0,7.04752
47,4,29,48,0,0,0,1,1,0,0,14,0,7.09008
47,5,30,48,0,0,0,1,1,0,0,14,0,7.20786
47,6,31,47,0,0,0,1,1,0,0,14,0,7.11802
47,7,32,48,0,0,0,1,1,0,0,14,0,7.09008
48,1,26,50,0,1,0,1,0,0,0,16,0,6.90575
48,2,27,50,0,1,0,1,0,0,0,16,0,6.90575
48,3,28,50,0,1,0,1,0,0,0,16,0,7.1309
48,4,29,50,0,1,0,1,0,0,0,16,0,7.22621
48,5,30,48,0,1,0,1,1,0,0,16,0,7.1309
48,6,31,41,0,1,0,1,1,0,0,16,0,7.31322
48,7,32,49,0,1,0,1,0,0,0,16,0,7.43838
49,1,31,47,0,1,0,0,1,0,0,16,0,6.90575
49,2,32,46,0,1,0,0,1,0,0,16,0,6.90575
49,3,33,47,0,1,0,0,1,0,0,16,0,7.6009
49,4,34,48,0,1,0,0,1,0,0,16,0,7.67601
49,5,35,47,0,1,0,0,1,0,0,16,0,7.7021
49,6,36,49,0,1,0,0,1,0,0,16,0,7.69621
49,7,37,48,0,1,0,0,1,0,0,16,0,7.82084
50,1,31,50,0,0,0,1,0,1,1,12,0,6.27099
50,2,32,45,0,0,0,1,0,1,1,12,0,6.39859
50,3,33,43,0,0,0,1,0,1,1,12,0,6.48311
50,4,34,48,0,0,0,1,0,1,1,12,0,6.55678
50,5,35,46,0,0,0,1,0,1,1,12,0,6.65544
50,6,36,32,0,0,0,1,0,1,1,12,0,6.74876
50,7,37,28,0,0,0,1,0,1,1,12,0,6.84907
51,1,31,45,0,1,0,1,1,0,0,17,0,6.90575
51,2,32,48,0,1,0,1,1,0,0,17,0,6.90575
51,3,33,48,0,1,0,1,1,0,0,17,0,7.6009
51,4,34,47,0,0,0,1,1,0,0,17,0,7.64969
51,5,35,48,0,1,0,1,1,0,0,17,0,7.82405
51,6,36,47,0,1,0,1,1,0,0,17,0,7.86327
51,7,37,44,0,1,0,1,1,0,0,17,0,7.91936
52,1,25,46,0,0,0,1,1,0,0,16,0,6.90575
52,2,26,49,0,0,0,1,1,0,0,16,0,6.90575
52,3,27,49,0,0,0,1,1,0,0,16,0,7.24423
52,4,28,48,0,0,0,1,1,0,0,16,0,7.1309
52,5,29,48,0,0,0,1,1,0,0,16,0,7.46737
52,6,30,48,0,0,0,1,1,0,0,16,0,7.6009
52,7,31,49,0,0,0,1,1,0,1,16,0,7.64969
53,1,13,47,0,0,1,0,1,0,0,13,0,6.43615
53,2,14,49,0,0,1,0,1,0,0,13,0,6.90575
53,3,15,48,1,0,0,0,1,0,0,13,0,6.95655
53,4,16,49,1,0,0,0,1,0,0,13,0,6.95655
53,5,17,48,0,0,0,0,1,0,0,13,0,7.06048
53,6,18,47,1,0,0,0,1,0,0,13,0,7.20786
53,7,19,48,0,0,0,0,1,0,0,13,0,7.20786
54,1,13,47,1,1,0,0,1,0,1,11,0,6.51175
54,2,14,52,1,1,0,0,1,0,1,11,0,6.5903
54,3,15,51,1,1,0,0,1,0,1,11,0,6.68461
54,4,16,51,1,1,0,0,1,0,1,11,0,6.74524
54,5,17,49,1,1,0,0,1,0,1,11,0,6.8977
54,6,18,49,1,1,0,0,1,0,1,11,0,7.0775
54,7,19,50,1,1,0,0,1,0,1,11,0,7.10003
55,1,32,49,1,1,0,1,1,0,1,8,0,6.65415
55,2,33,49,1,1,0,1,1,0,1,8,0,6.85013
55,3,34,49,1,1,0,1,1,0,1,8,0,6.85646
55,4,35,47,1,1,0,1,1,0,1,8,0,6.92363
55,5,36,48,1,1,0,1,1,0,1,8,0,7.04141
55,6,37,47,1,1,0,1,1,0,1,8,0,7.1333
55,7,38,46,1,1,0,1,1,0,1,8,0,7.20786
56,1,23,51,1,1,1,0,1,0,0,12,0,6.10925
56,2,24,49,1,1,1,0,1,0,0,12,0,6.16331
56,3,25,52,1,1,1,0,1,0,0,12,0,6.33328
56,4,26,52,1,1,1,0,1,0,0,12,0,6.33328
56,5,27,48,1,1,1,0,1,0,0,12,0,6.43775
56,6,28,50,1,1,1,0,1,0,0,12,0,6.58617
56,7,29,50,1,1,1,0,1,0,0,12,0,6.53379
57,1,21,47,1,0,1,1,1,0,0,11,0,6.04025
57,2,22,49,1,0,1,1,1,0,0,11,0,6.28972
57,3,23,49,1,0,1,1,1,0,0,11,0,6.01616
57,4,24,49,0,0,1,1,1,0,0,11,0,6.57786
57,5,25,47,0,0,1,1,1,0,0,11,0,6.55108
57,6,26,48,0,0,1,1,1,0,0,11,0,6.53233
57,7,27,48,0,0,1,1,1,0,0,11,0,6.31355
58,1,37,49,1,1,0,1,1,0,1,14,0,6.55108
58,2,38,48,1,1,0,1,1,0,1,14,0,6.68461
58,3,39,40,1,1,0,1,1,0,1,14,0,6.69703
58,4,40,48,1,1,0,1,1,0,0,14,0,6.90776
58,5,41,48,1,1,0,1,1,0,1,14,0,7.00307
58,6,42,48,1,1,0,1,1,0,1,14,0,7.1624
58,7,43,48,1,1,0,1,1,0,0,14,0,7.1309
59,1,26,48,0,1,0,1,1,0,0,17,0,6.90575
59,2,27,49,0,1,0,1,1,0,0,17,0,6.90575
59,3,28,48,0,1,0,1,1,0,0,17,0,7.34601
59,4,29,47,0,1,0,1,1,0,0,17,0,7.43838
59,5,30,46,0,1,0,1,1,0,0,17,0,7.48156
59,6,31,48,0,1,0,1,1,0,0,17,0,7.6009
59,7,32,46,0,1,0,1,1,0,0,17,0,7.64969
60,1,18,46,0,0,0,1,0,1,1,11,1,5.97635
60,2,19,39,0,0,0,1,0,1,1,11,1,6.04025
60,3,20,44,0,0,0,1,0,1,1,11,1,6.04025
60,4,21,49,1,0,0,1,0,1,1,11,1,6.04025
60,5,22,48,0,0,0,1,0,1,1,11,1,6.1203
60,6,23,47,1,0,0,1,0,1,1,11,1,6.2186
60,7,24,43,1,0,0,1,0,1,1,11,1,6.1717
61,1,24,50,0,0,0,1,0,1,1,17,0,6.78559
61,2,25,51,0,0,0,1,0,1,0,17,0,6.88857
61,3,26,51,0,0,0,1,0,1,0,17,0,6.88755
61,4,27,50,0,0,0,1,0,1,0,17,0,6.96885
61,5,28,22,0,0,0,1,0,1,0,17,0,6.85646
61,6,29,41,0,0,0,1,0,1,0,17,0,6.73815
61,7,30,26,0,0,0,1,0,1,0,17,0,7.1309
62,1,7,50,1,0,1,0,1,0,0,16,0,6.58064
62,2,8,50,1,1,1,0,1,0,0,16,0,6.83518
62,3,9,50,1,1,1,0,1,0,0,16,0,6.91274
62,4,10,50,1,1,1,0,1,0,0,16,0,6.95845
62,5,11,49,1,1,1,0,1,0,0,16,0,6.9256
62,6,12,49,1,1,1,0,1,0,0,16,0,7.23778
62,7,13,49,1,1,1,0,1,0,0,16,0,7.2724
63,1,11,50,0,0,0,0,1,0,0,17,0,6.90575
63,2,12,49,0,0,0,0,1,0,0,17,0,6.90575
63,3,13,50,0,0,0,0,1,0,0,17,0,7.49554
63,4,14,49,0,0,0,0,1,0,0,17,0,7.54961
63,5,15,49,0,0,0,0,1,0,0,17,0,7.52564
63,6,16,48,0,0,0,0,1,0,0,17,0,7.72886
63,7,17,50,0,0,0,0,1,0,0,17,0,7.36645
64,1,34,44,1,1,0,1,1,0,0,12,0,6.35611
64,2,35,46,1,1,0,1,1,0,0,12,0,6.42162
64,3,36,49,1,1,0,1,1,0,0,12,0,6.47697
64,4,37,48,1,1,0,1,1,0,0,12,0,6.53669
64,5,38,45,1,1,0,1,1,0,0,12,0,6.55108
64,6,39,47,1,1,0,1,1,0,0,12,0,6.68461
