date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
2015-02-04 18:42:59,22.39,27.5,0,636.5,0.004605640854261,0
2015-02-04 18:43:59,22.39,27.5,0,627.5,0.004605640854261,0
2015-02-04 18:45:00,22.39,27.39,0,626,0.004587082429402,0
2015-02-04 18:46:00,22.39,27.5,0,625.5,0.004605640854261,0
2015-02-04 18:47:00,22.34,27.39,0,623.5,0.00457305034948,0
2015-02-04 18:48:00,22.39,27.4633333333333,0,624.666666666667,0.004599454590494,0
2015-02-04 18:49:00,22.39,27.39,0,622,0.004587082429402,0
2015-02-04 18:49:59,22.29,27.39,0,621,0.004559056148523,0
2015-02-04 18:51:00,22.34,27.39,0,626.5,0.00457305034948,0
2015-02-04 18:52:00,22.29,27.39,0,622,0.004559056148523,0
2015-02-04 18:53:00,22.39,27.39,0,620,0.004587082429402,0
2015-02-04 18:53:59,22.29,27.39,0,621.5,0.004559056148523,0
2015-02-04 18:55:00,22.29,27.3566666666667,0,616.333333333333,0.004553467209043,0
2015-02-04 18:55:59,22.29,27.34,0,609,0.004550672776693,0
2015-02-04 18:56:59,22.29,27.39,0,614,0.004559056148523,0
2015-02-04 18:58:00,22.29,27.34,0,613.5,0.004550672776693,0
2015-02-04 18:59:00,22.29,27.34,0,611,0.004550672776693,0
2015-02-04 19:00:00,22.29,27.39,0,612,0.004559056148523,0
2015-02-04 19:01:00,22.29,27.29,0,608,0.004542289629199,0
2015-02-04 19:01:59,22.29,27.29,0,605.5,0.004542289629199,0
2015-02-04 19:02:59,22.2675,27.315,0,608.5,0.00454021358023,0
2015-02-04 19:04:00,22.2,27.29,0,608.5,0.0045172881935,0
2015-02-04 19:05:00,22.245,27.29,0,602.5,0.00452977369586,0
2015-02-04 19:06:00,22.2,27.29,0,598,0.0045172881935,0
2015-02-04 19:07:00,22.2,27.29,0,595,0.0045172881935,0
2015-02-04 19:08:00,22.2,27.29,0,591,0.0045172881935,0
2015-02-04 19:08:59,22.245,27.245,0,591,0.004522249993647,0
2015-02-04 19:09:59,22.2,27.2,0,595,0.004502282742765,0
2015-02-04 19:11:00,22.2,27.29,0,594.333333333333,0.0045172881935,0
2015-02-04 19:12:00,22.2,27.29,0,593.5,0.0045172881935,0
2015-02-04 19:13:00,22.2,27.29,0,592,0.0045172881935,0
2015-02-04 19:14:00,22.15,27.245,0,586.5,0.004495971357952,0
2015-02-04 19:14:59,22.2,27.2,0,586,0.004502282742765,0
2015-02-04 19:15:59,22.15,27.245,0,586,0.004495971357952,0
2015-02-04 19:17:00,22.2,27.245,0,584.5,0.004509785378284,0
2015-02-04 19:18:00,22.1,27.245,0,584.5,0.004482194676555,0
2015-02-04 19:19:00,22.1,27.2,0,585.5,0.004474738269724,0
2015-02-04 19:20:00,22.1333333333333,27.2,0,584.666666666667,0.004483903198215,0
2015-02-04 19:21:00,22.2,27.2,0,577,0.004502282742765,0
2015-02-04 19:21:59,22.1,27.2,0,580,0.004474738269724,0
2015-02-04 19:23:00,22.125,27.2,0,582,0.004481610415171,0
2015-02-04 19:24:00,22.2,27.2,0,580,0.004502282742765,0
2015-02-04 19:25:00,22.1,27.15,0,578,0.004466453581412,0
2015-02-04 19:25:59,22.1,27.2,0,576.5,0.004474738269724,0
2015-02-04 19:27:00,22.1,27.2,0,580,0.004474738269724,0
2015-02-04 19:27:59,22.1,27.2,0,572.5,0.004474738269724,0
2015-02-04 19:28:59,22.1,27.2,0,567,0.004474738269724,0
2015-02-04 19:30:00,22.1,27.2,0,568,0.004474738269724,0
2015-02-04 19:31:00,22.1,27.2,0,574.5,0.004474738269724,0
2015-02-04 19:32:00,22.1,27.2,0,564.333333333333,0.004474738269724,0
2015-02-04 19:33:00,22.1,27.2,0,563,0.004474738269724,0
2015-02-04 19:34:00,22.1,27.15,0,564.5,0.004466453581412,0
2015-02-04 19:34:59,22.0666666666667,27.1666666666667,0,566.333333333333,0.00446007809167,0
2015-02-04 19:36:00,22.1,27.1,0,562,0.004458169112216,0
2015-02-04 19:37:00,22,27.1,0,565.5,0.004430875551249,0
2015-02-04 19:38:00,22,27.1,0,570,0.004430875551249,0
2015-02-04 19:38:59,22.05,27.15,0,562,0.004452762746362,0
2015-02-04 19:40:00,22,27.1,0,560,0.004430875551249,0
2015-02-04 19:40:59,22,27.1,0,558,0.004430875551249,0
2015-02-04 19:41:59,22,27.1,0,556,0.004430875551249,0
2015-02-04 19:43:00,22,27.1,0,557,0.004430875551249,0
2015-02-04 19:44:00,21.9175,27.1,0,556.5,0.004408469431627,0
2015-02-04 19:45:00,21.945,27.1,0,557.5,0.004415927007615,0
2015-02-04 19:46:00,21.9266666666667,27.1,0,555,0.004410954054978,0
2015-02-04 19:46:59,21.89,27.1,0,555,0.004401022967086,0
2015-02-04 19:47:59,21.89,27.1,0,553,0.004401022967086,0
2015-02-04 19:49:00,21.89,27.1,0,549.5,0.004401022967086,0
2015-02-04 19:50:00,21.89,27.1,0,548.5,0.004401022967086,0
2015-02-04 19:51:00,21.89,27.1,0,551.5,0.004401022967086,0
2015-02-04 19:52:00,21.89,27.1,0,548.5,0.004401022967086,0
2015-02-04 19:53:00,21.89,27.1,0,548,0.004401022967086,0
2015-02-04 19:53:59,21.89,27.1,0,547.5,0.004401022967086,0
2015-02-04 19:54:59,21.89,27.1,0,553,0.004401022967086,0
2015-02-04 19:56:00,21.84,27.1,0,547.5,0.004387512361334,0
2015-02-04 19:57:00,21.8566666666667,27.1,0,548.666666666667,0.004392011825806,0
2015-02-04 19:58:00,21.79,27.1,0,540,0.004374038354454,0
2015-02-04 19:59:00,21.79,27.1,0,538,0.004374038354454,0
2015-02-04 19:59:59,21.79,27.1,0,542,0.004374038354454,0
2015-02-04 20:00:59,21.79,27.1,0,542,0.004374038354454,0
2015-02-04 20:02:00,21.79,27.1,0,538,0.004374038354454,0
2015-02-04 20:03:00,21.79,27.1,0,537.666666666667,0.004374038354454,0
2015-02-04 20:04:00,21.79,27.1,0,537.5,0.004374038354454,0
2015-02-04 20:05:00,21.79,27.1,0,536,0.004374038354454,0
2015-02-04 20:06:00,21.745,27.1,0,534.5,0.004361942969453,0
2015-02-04 20:06:59,21.7,27.1,0,532.5,0.004349877097745,0
2015-02-04 20:08:00,21.76,27.1,0,530,0.004365971482121,0
2015-02-04 20:09:00,21.745,27.05,0,529.5,0.004353838771225,0
2015-02-04 20:10:00,21.79,27.05,0,531,0.004365911527171,0
2015-02-04 20:10:59,21.73,27,0,533.333333333333,0.004341724610005,0
2015-02-04 20:12:00,21.745,27,0,531,0.004345734782707,0
2015-02-04 20:12:59,21.745,27,0,529,0.004345734782707,0
2015-02-04 20:13:59,21.745,27,0,528.5,0.004345734782707,0
2015-02-04 20:15:00,21.7,27,0,525,0.004333714055788,0
2015-02-04 20:16:00,21.7,27,0,528.5,0.004333714055788,0
2015-02-04 20:17:00,21.7,27,0,530.5,0.004333714055788,0
2015-02-04 20:18:00,21.7,26.89,0,528,0.004315935673085,0
2015-02-04 20:19:00,21.7,26.89,0,526,0.004315935673085,0
2015-02-04 20:19:59,21.7,26.89,0,530,0.004315935673085,0
2015-02-04 20:21:00,21.7,26.89,0,533.333333333333,0.004315935673085,0
2015-02-04 20:22:00,21.7,26.89,0,529,0.004315935673085,0
2015-02-04 20:23:00,21.7,26.89,0,528,0.004315935673085,0
2015-02-04 20:23:59,21.7,26.89,0,526,0.004315935673085,0
2015-02-04 20:25:00,21.7,26.89,0,526,0.004315935673085,0
2015-02-04 20:25:59,21.7,26.79,0,521,0.004299774382784,0
2015-02-04 20:26:59,21.7,26.79,0,518,0.004299774382784,0
2015-02-04 20:28:00,21.7,26.79,0,515.5,0.004299774382784,0
2015-02-04 20:29:00,21.7,26.79,0,520,0.004299774382784,0
2015-02-04 20:30:00,21.7,26.7675,0,523.5,0.004296138207407,0
2015-02-04 20:31:00,21.7,26.79,0,525.5,0.004299774382784,0
2015-02-04 20:31:59,21.7,26.79,0,525.5,0.004299774382784,0
2015-02-04 20:32:59,21.7,26.79,0,514,0.004299774382784,0
2015-02-04 20:34:00,21.7,26.7,0,518,0.004285229934604,0
2015-02-04 20:35:00,21.7,26.7,0,518,0.004285229934604,0
2015-02-04 20:36:00,21.7,26.7,0,520,0.004285229934604,0
2015-02-04 20:37:00,21.6,26.7,0,521,0.004258921862088,0
2015-02-04 20:38:00,21.6,26.6,0,518,0.004242862036853,0
2015-02-04 20:38:59,21.6,26.65,0,517,0.004250891846509,0
2015-02-04 20:39:59,21.6,26.6,0,511.5,0.004242862036853,0
2015-02-04 20:41:00,21.65,26.65,0,514,0.004264003084945,0
2015-02-04 20:42:00,21.6,26.55,0,515.5,0.004234832433111,0
2015-02-04 20:43:00,21.6,26.5,0,517,0.004226803035275,0
2015-02-04 20:44:00,21.6,26.5,0,515,0.004226803035275,0
2015-02-04 20:44:59,21.6,26.5,0,512,0.004226803035275,0
2015-02-04 20:45:59,21.6,26.5,0,515,0.004226803035275,0
2015-02-04 20:47:00,21.65,26.55,0,511,0.00424789380271,0
2015-02-04 20:48:00,21.6,26.5,0,514,0.004226803035275,0
2015-02-04 20:49:00,21.6,26.445,0,508,0.004217970935468,0
2015-02-04 20:50:00,21.6,26.4725,0,509.75,0.00422238695423,0
2015-02-04 20:51:00,21.6,26.445,0,508.75,0.004217970935468,0
2015-02-04 20:51:59,21.6,26.445,0,508.5,0.004217970935468,0
2015-02-04 20:53:00,21.6,26.39,0,507,0.004209139084788,0
2015-02-04 20:54:00,21.6,26.39,0,507,0.004209139084788,0
2015-02-04 20:55:00,21.6,26.39,0,503.5,0.004209139084788,0
2015-02-04 20:55:59,21.6,26.39,0,504,0.004209139084788,0
2015-02-04 20:57:00,21.6,26.39,0,504,0.004209139084788,0
2015-02-04 20:57:59,21.575,26.315,0,500.5,0.004190637126149,0
2015-02-04 20:58:59,21.6,26.29,0,500,0.004193081812684,0
2015-02-04 21:00:00,21.6,26.29,0,503.5,0.004193081812684,0
2015-02-04 21:01:00,21.55,26.245,0,503,0.004172982022196,0
2015-02-04 21:02:00,21.55,26.245,0,502.5,0.004172982022196,0
2015-02-04 21:03:00,21.5,26.2,0,502,0.004152962010384,0
2015-02-04 21:04:00,21.5666666666667,26.2,0,502,0.004170059149172,0
2015-02-04 21:04:59,21.5,26.2,0,502.5,0.004152962010384,0
2015-02-04 21:06:00,21.5,26.2,0,497,0.004152962010384,0
2015-02-04 21:07:00,21.5,26.15,0,501.5,0.004144983695142,0
2015-02-04 21:08:00,21.5,26.15,0,504,0.004144983695142,0
2015-02-04 21:08:59,21.5,26.1,0,501,0.004137005583213,0
2015-02-04 21:10:00,21.5,26.1,0,493.75,0.004137005583213,0
2015-02-04 21:10:59,21.5,26.1,0,500,0.004137005583213,0
2015-02-04 21:11:59,21.5,26.1,0,504.5,0.004137005583213,0
2015-02-04 21:13:00,21.5,26.05,0,504,0.00412902767459,0
2015-02-04 21:14:00,21.5,26.1,0,501,0.004137005583213,0
2015-02-04 21:15:00,21.5,26,0,499,0.004121049969266,0
2015-02-04 21:16:00,21.5,26,0,502,0.004121049969266,0
2015-02-04 21:16:59,21.5,26,0,503.5,0.004121049969266,0
2015-02-04 21:17:59,21.5,26,0,500.666666666667,0.004121049969266,0
2015-02-04 21:19:00,21.5,26,0,493,0.004121049969266,0
2015-02-04 21:20:00,21.5,26,0,492.5,0.004121049969266,0
2015-02-04 21:21:00,21.5,26,0,493,0.004121049969266,0
2015-02-04 21:22:00,21.5,25.89,0,495.5,0.004103499733122,0
2015-02-04 21:23:00,21.5,26,0,492.666666666667,0.004121049969266,0
2015-02-04 21:23:59,21.5,26,0,490,0.004121049969266,0
2015-02-04 21:24:59,21.5,25.9266666666667,0,493,0.004109349702516,0
2015-02-04 21:26:00,21.5,25.89,0,494.666666666667,0.004103499733122,0
2015-02-04 21:27:00,21.5,25.89,0,496,0.004103499733122,0
2015-02-04 21:28:00,21.5,25.89,0,491,0.004103499733122,0
2015-02-04 21:29:00,21.5,25.84,0,490.5,0.004095522678299,0
2015-02-04 21:29:59,21.5,25.84,0,490,0.004095522678299,0
2015-02-04 21:30:59,21.5,25.89,0,491,0.004103499733122,0
2015-02-04 21:32:00,21.5,25.89,0,491.666666666667,0.004103499733122,0
2015-02-04 21:33:00,21.5,25.89,0,493.5,0.004103499733122,0
2015-02-04 21:34:00,21.4725,25.865,0,493.75,0.004092567769502,0
2015-02-04 21:35:00,21.5,25.84,0,490,0.004095522678299,0
2015-02-04 21:36:00,21.5,25.79,0,488,0.004087545826741,0
2015-02-04 21:36:59,21.5,25.79,0,490,0.004087545826741,0
2015-02-04 21:38:00,21.5,25.79,0,487,0.004087545826741,0
2015-02-04 21:39:00,21.445,25.745,0,492.5,0.004066555607149,0
2015-02-04 21:40:00,21.445,25.745,0,493.5,0.004066555607149,0
2015-02-04 21:40:59,21.4633333333333,25.76,0,493.333333333333,0.004073542303919,0
2015-02-04 21:42:00,21.445,25.745,0,488,0.004066555607149,0
2015-02-04 21:42:59,21.5,25.79,0,487.5,0.004087545826741,0
2015-02-04 21:43:59,21.4266666666667,25.73,0,485.333333333333,0.004059578937064,0
2015-02-04 21:45:00,21.39,25.7,0,484,0.004045655627795,0
2015-02-04 21:46:00,21.39,25.7,0,489,0.004045655627795,0
2015-02-04 21:47:00,21.445,25.745,0,488,0.004066555607149,0
2015-02-04 21:48:00,21.5,25.79,0,493,0.004087545826741,0
2015-02-04 21:49:00,21.39,25.7,0,491,0.004045655627795,0
2015-02-04 21:49:59,21.445,25.745,0,488,0.004066555607149,0
2015-02-04 21:51:00,21.445,25.745,0,487.25,0.004066555607149,0
2015-02-04 21:52:00,21.39,25.7,0,489,0.004045655627795,0
2015-02-04 21:53:00,21.5,25.79,0,489,0.004087545826741,0
2015-02-04 21:53:59,21.39,25.7,0,486,0.004045655627795,0
2015-02-04 21:55:00,21.4266666666667,25.73,0,484.666666666667,0.004059578937064,0
2015-02-04 21:55:59,21.39,25.7,0,485,0.004045655627795,0
2015-02-04 21:56:59,21.39,25.7,0,487,0.004045655627795,0
2015-02-04 21:58:00,21.39,25.7,0,492,0.004045655627795,0
2015-02-04 21:59:00,21.39,25.7,0,490.666666666667,0.004045655627795,0
2015-02-04 22:00:00,21.39,25.7,0,488,0.004045655627795,0
2015-02-04 22:01:00,21.39,25.7,0,485.5,0.004045655627795,0
2015-02-04 22:01:59,21.39,25.7,0,486,0.004045655627795,0
2015-02-04 22:02:59,21.39,25.7,0,485.5,0.004045655627795,0
2015-02-04 22:04:00,21.39,25.7,0,486,0.004045655627795,0
2015-02-04 22:05:00,21.39,25.7,0,480,0.004045655627795,0
2015-02-04 22:06:00,21.39,25.7,0,481,0.004045655627795,0
2015-02-04 22:07:00,21.39,25.7,0,481.666666666667,0.004045655627795,0
2015-02-04 22:08:00,21.39,25.7,0,485.5,0.004045655627795,0
2015-02-04 22:08:59,21.39,25.7,0,485,0.004045655627795,0
2015-02-04 22:09:59,21.39,25.7,0,473,0.004045655627795,0
2015-02-04 22:11:00,21.39,25.7,0,475,0.004045655627795,0
2015-02-04 22:12:00,21.39,25.7,0,486,0.004045655627795,0
2015-02-04 22:13:00,21.39,25.7,0,481.5,0.004045655627795,0
2015-02-04 22:14:00,21.39,25.7,0,483,0.004045655627795,0
2015-02-04 22:14:59,21.39,25.7,0,479,0.004045655627795,0
2015-02-04 22:15:59,21.39,25.7,0,479,0.004045655627795,0
2015-02-04 22:17:00,21.39,25.7,0,479,0.004045655627795,0
2015-02-04 22:18:00,21.34,25.7,0,479,0.004033195251097,0
2015-02-04 22:19:00,21.39,25.7,0,479,0.004045655627795,0
2015-02-04 22:20:00,21.39,25.7,0,477,0.004045655627795,0
2015-02-04 22:21:00,21.39,25.7,0,477.5,0.004045655627795,0
2015-02-04 22:21:59,21.29,25.7,0,477.5,0.004020768725913,0
2015-02-04 22:23:00,21.34,25.7,0,480,0.004033195251097,0
2015-02-04 22:24:00,21.29,25.7,0,480,0.004020768725913,0
2015-02-04 22:25:00,21.34,25.7,0,482,0.004033195251097,0
2015-02-04 22:25:59,21.3233333333333,25.7,0,480.333333333333,0.00402904931868,0
2015-02-04 22:27:00,21.34,25.7,0,477.5,0.004033195251097,0
2015-02-04 22:27:59,21.29,25.7,0,476,0.004020768725913,0
2015-02-04 22:28:59,21.39,25.7,0,479,0.004045655627795,0
2015-02-04 22:30:00,21.39,25.7,0,471,0.004045655627795,0
2015-02-04 22:31:00,21.29,25.7,0,474,0.004020768725913,0
2015-02-04 22:32:00,21.29,25.7,0,477.5,0.004020768725913,0
2015-02-04 22:33:00,21.34,25.7,0,476,0.004033195251097,0
2015-02-04 22:34:00,21.29,25.7,0,474.25,0.004020768725913,0
2015-02-04 22:34:59,21.39,25.7,0,475,0.004045655627795,0
2015-02-04 22:36:00,21.29,25.7,0,476.5,0.004020768725913,0
2015-02-04 22:37:00,21.34,25.7,0,474.5,0.004033195251097,0
2015-02-04 22:38:00,21.29,25.7,0,478,0.004020768725913,0
2015-02-04 22:38:59,21.29,25.7,0,475.333333333333,0.004020768725913,0
2015-02-04 22:40:00,21.29,25.7,0,477,0.004020768725913,0
2015-02-04 22:40:59,21.29,25.7,0,475.5,0.004020768725913,0
2015-02-04 22:41:59,21.29,25.7,0,477.5,0.004020768725913,0
2015-02-04 22:43:00,21.29,25.7,0,477.5,0.004020768725913,0
2015-02-04 22:44:00,21.29,25.7,0,478,0.004020768725913,0
2015-02-04 22:45:00,21.29,25.7,0,473.5,0.004020768725913,0
2015-02-04 22:46:00,21.29,25.7,0,472.5,0.004020768725913,0
2015-02-04 22:46:59,21.29,25.7,0,472,0.004020768725913,0
2015-02-04 22:47:59,21.29,25.7,0,469.5,0.004020768725913,0
2015-02-04 22:49:00,21.29,25.7,0,466.666666666667,0.004020768725913,0
2015-02-04 22:50:00,21.29,25.7,0,467,0.004020768725913,0
2015-02-04 22:51:00,21.29,25.7,0,469.5,0.004020768725913,0
2015-02-04 22:52:00,21.2,25.6,0,469,0.003982828097735,0
2015-02-04 22:53:00,21.29,25.7,0,471,0.004020768725913,0
2015-02-04 22:53:59,21.29,25.7,0,469,0.004020768725913,0
2015-02-04 22:54:59,21.26,25.6666666666667,0,467.333333333333,0.004008090128419,0
2015-02-04 22:56:00,21.245,25.65,0,471.5,0.004001762737691,0
2015-02-04 22:57:00,21.23,25.6333333333333,0,471.666666666667,0.003995443274542,0
2015-02-04 22:58:00,21.29,25.7,0,475,0.004020768725913,0
2015-02-04 22:59:00,21.2,25.6,0,471,0.003982828097735,0
2015-02-04 22:59:59,21.2,25.6,0,471,0.003982828097735,0
2015-02-04 23:00:59,21.245,25.65,0,471,0.004001762737691,0
2015-02-04 23:02:00,21.245,25.65,0,474.5,0.004001762737691,0
2015-02-04 23:03:00,21.2,25.6,0,475.5,0.003982828097735,0
2015-02-04 23:04:00,21.2,25.6,0,474,0.003982828097735,0
2015-02-04 23:05:00,21.2,25.6,0,469,0.003982828097735,0
2015-02-04 23:06:00,21.2,25.6,0,474,0.003982828097735,0
2015-02-04 23:06:59,21.2,25.6,0,474,0.003982828097735,0
2015-02-04 23:08:00,21.2,25.6,0,468.5,0.003982828097735,0
2015-02-04 23:09:00,21.2,25.6,0,469.5,0.003982828097735,0
2015-02-04 23:10:00,21.2,25.6,0,472.5,0.003982828097735,0
2015-02-04 23:10:59,21.2,25.6,0,467.5,0.003982828097735,0
2015-02-04 23:12:00,21.2,25.6,0,469,0.003982828097735,0
2015-02-04 23:12:59,21.2,25.55,0,466.5,0.003974999423799,0
2015-02-04 23:13:59,21.2,25.5,0,469.5,0.003967170945675,0
2015-02-04 23:15:00,21.2,25.5,0,469,0.003967170945675,0
2015-02-04 23:16:00,21.2,25.5,0,467,0.003967170945675,0
2015-02-04 23:17:00,21.2,25.5,0,467.333333333333,0.003967170945675,0
2015-02-04 23:18:00,21.2,25.5,0,467,0.003967170945675,0
2015-02-04 23:19:00,21.2,25.5,0,464.5,0.003967170945675,0
2015-02-04 23:19:59,21.2,25.445,0,466,0.003958559845893,0
2015-02-04 23:21:00,21.2,25.5,0,473,0.003967170945675,0
2015-02-04 23:22:00,21.2,25.39,0,475,0.003949948983024,0
2015-02-04 23:23:00,21.2,25.39,0,471,0.003949948983024,0
2015-02-04 23:23:59,21.2,25.39,0,470,0.003949948983024,0
2015-02-04 23:25:00,21.2,25.39,0,466.25,0.003949948983024,0
2015-02-04 23:25:59,21.2,25.39,0,467,0.003949948983024,0
2015-02-04 23:26:59,21.2,25.39,0,473,0.003949948983024,0
2015-02-04 23:28:00,21.2,25.39,0,468,0.003949948983024,0
2015-02-04 23:29:00,21.2,25.39,0,463,0.003949948983024,0
2015-02-04 23:30:00,21.2,25.39,0,466,0.003949948983024,0
2015-02-04 23:31:00,21.2,25.39,0,467,0.003949948983024,0
2015-02-04 23:31:59,21.2,25.29,0,468,0.003934293475653,0
2015-02-04 23:32:59,21.2,25.39,0,468,0.003949948983024,0
2015-02-04 23:34:00,21.2,25.29,0,468,0.003934293475653,0
2015-02-04 23:35:00,21.2,25.34,0,465.5,0.003942121131448,0
2015-02-04 23:36:00,21.2,25.39,0,464,0.003949948983024,0
2015-02-04 23:37:00,21.2,25.34,0,464.5,0.003942121131448,0
2015-02-04 23:38:00,21.2,25.29,0,465.666666666667,0.003934293475653,0
2015-02-04 23:38:59,21.2,25.365,0,465.75,0.003946035032763,0
2015-02-04 23:39:59,21.2,25.39,0,464,0.003949948983024,0
2015-02-04 23:41:00,21.2,25.39,0,467,0.003949948983024,0
2015-02-04 23:42:00,21.15,25.39,0,466.5,0.003937767460221,0
2015-02-04 23:43:00,21.2,25.39,0,465,0.003949948983024,0
2015-02-04 23:44:00,21.2,25.39,0,462,0.003949948983024,0
2015-02-04 23:44:59,21.2,25.39,0,459.666666666667,0.003949948983024,0
2015-02-04 23:45:59,21.2,25.29,0,458,0.003934293475653,0
2015-02-04 23:47:00,21.2,25.34,0,462.5,0.003942121131448,0
2015-02-04 23:48:00,21.2,25.29,0,467,0.003934293475653,0
2015-02-04 23:49:00,21.2,25.29,0,466.5,0.003934293475653,0
2015-02-04 23:50:00,21.2,25.29,0,463,0.003934293475653,0
2015-02-04 23:51:00,21.2,25.29,0,465,0.003934293475653,0
2015-02-04 23:51:59,21.2,25.29,0,463.25,0.003934293475653,0
2015-02-04 23:53:00,21.2,25.29,0,460,0.003934293475653,0
2015-02-04 23:54:00,21.2,25.29,0,457,0.003934293475653,0
2015-02-04 23:55:00,21.2,25.29,0,456,0.003934293475653,0
2015-02-04 23:55:59,21.245,25.245,0,454,0.00393817695145,0
2015-02-04 23:57:00,21.23,25.23,0,454,0.003932178655996,0
2015-02-04 23:57:59,21.29,25.29,0,458,0.003956216176531,0
2015-02-04 23:58:59,21.2,25.2,0,456,0.003920204188566,0
2015-02-05 00:00:00,21.245,25.245,0,456.5,0.00393817695145,0
2015-02-05 00:01:00,21.245,25.245,0,458.5,0.00393817695145,0
2015-02-05 00:02:00,21.26,25.26,0,459.666666666667,0.003944182631589,0
2015-02-05 00:03:00,21.245,25.245,0,464,0.00393817695145,0
2015-02-05 00:04:00,21.245,25.2,0,465,0.003931112661451,0
2015-02-05 00:04:59,21.29,25.2,0,461,0.003942047886573,0
2015-02-05 00:06:00,21.245,25.2,0,458.5,0.003931112661451,0
2015-02-05 00:07:00,21.29,25.2,0,459,0.003942047886573,0
2015-02-05 00:08:00,21.29,25.2,0,451,0.003942047886573,0
2015-02-05 00:08:59,21.29,25.2,0,456,0.003942047886573,0
2015-02-05 00:10:00,21.29,25.2,0,463,0.003942047886573,0
2015-02-05 00:10:59,21.29,25.2,0,461.666666666667,0.003942047886573,0
2015-02-05 00:11:59,21.29,25.2,0,458,0.003942047886573,0
2015-02-05 00:13:00,21.29,25.2,0,450,0.003942047886573,0
2015-02-05 00:14:00,21.29,25.2,0,457,0.003942047886573,0
