brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
385,Midnight Sun Brewing Co.,1251496826,,4.0,4.0,joedon,American Brown Ale,3.5,4.5,Kodiak Brown Ale,5.0,1086
6511,Dix BBQ & Brewery,1229800476,,3.0,4.0,Derek,American IPA,3.5,3.5,IPA,8.2,17120
321,Brasserie d'Achouffe,1230315805,,4.0,4.0,CoolJosh,Belgian IPA,3.5,4.0,Houblon Chouffe Dobbelen IPA Tripel,9.0,27804
28,Anchor Brewing Company,1152925884,,2.5,4.0,dispholidus1,American Pale Wheat Ale,3.0,2.0,Anchor Summer Beer,4.6,2550
403,"Pyramid Breweries, Inc.",1125491496,,3.5,4.5,tjthresh,American IPA,4.0,3.0,Thunderhead IPA,6.7,1544
20417,White Birch Brewing,1281481551,,3.0,4.0,jamie2dope,Tripel,3.0,2.5,White Birch Bohemian Edition Tripel,11.8,56739
24018,Jester King Craft Brewery,1295802805,,4.5,4.0,NefariousR,American IPA,3.5,4.0,Wytchmaker Rye IPA,6.7,62940
16315,BrewDog,1286581189,,3.0,3.0,bluejacket74,German Pilsener,3.5,3.5,77 Lager,4.9,52818
577,Isle Of Skye Brewery,1184661969,,3.5,4.0,JohnfromDublin,Scottish Ale,4.0,3.5,Black Cuillin,4.5,1557
202,Brouwerij Bosteels,1104968257,,4.0,4.0,jdhilt,Belgian Strong Pale Ale,4.0,4.0,Pauwel Kwak,8.4,635
142,Spaten-Franziskaner-Bräu,1156481201,,4.0,4.0,okieredneck,Dunkelweizen,3.0,4.0,Franziskaner Hefe-Weisse Dunkel,5.0,924
418,Left Hand Brewing Company,1085174929,,4.5,3.5,Gusler,American Barleywine,3.5,4.0,Widdershins,10.0,12846
7773,Legacy Brewing Co.,1212292029,,3.0,3.5,hopheadsal,American Double / Imperial IPA,3.5,4.0,Hoptimus Prime,9.0,31941
1837,Buckeye Brewing Company,1232985842,,4.0,4.0,tburkhart,American Double / Imperial IPA,4.0,4.0,Seventy-Six ('76),7.8,5245
150,"Lion Brewery, Inc.",1105577119,,2.5,2.5,PatandDavid,American Adjunct Lager,2.5,2.5,Brubaker,5.0,2125
215,Bières de Chimay S.A.,1311827229,,4.5,4.5,CPeterson,Dubbel,4.5,4.5,Chimay Première (Red),7.0,672
863,Russian River Brewing Company,1269303813,,4.5,4.0,gpioski,American Wild Ale,4.5,4.5,Consecration,10.0,45653
132,Rogue Ales,1297736067,,4.5,5.0,Huhzubendah,American Stout,4.5,4.5,Chocolate Stout,6.0,1118
158,Great Divide Brewing Company,1175016509,,4.0,4.0,biking4beer,American Barleywine,4.5,4.0,Oak Aged Old Ruffian Barley Wine,10.2,35940
28,Anchor Brewing Company,1071629608,,5.0,4.5,DagFishHead,American Porter,4.5,5.0,Anchor Porter,5.6,61
1805,Rock Art Brewery,1286934321,,5.0,5.0,BeerNinja007,Belgian IPA,1.5,1.5,American-Belgo Style IPA,7.5,51384
655,Boddingtons,1185303218,,4.5,3.0,hustlesworth,English Pale Ale,3.5,4.5,Boddingtons Pub Ale,4.7,1798
1498,Brasseries Kronenbourg,1276865164,,3.5,3.0,xylophonica,Euro Pale Lager,3.5,3.5,Kronenbourg 1664,5.9,3970
73,Great Lakes Brewing Company,1041975008,,5.0,4.5,ZAP,Winter Warmer,4.0,4.5,Great Lakes Christmas Ale,7.5,1576
140,Sierra Nevada Brewing Co.,1197156411,,4.0,4.0,kirok1999,American IPA,4.5,4.5,Northern Hemisphere Harvest Wet Hop Ale,6.7,6549
10271,Silver Moon Brewing,1280959371,,4.5,4.5,Elimination,American Porter,4.5,4.0,Bourbon Barrel Aged Porter,5.7,60753
7753,Olde Hickory Brewery,1299001618,,4.0,3.5,fear025,American Double / Imperial Stout,4.5,4.5,Olde Rabbit's Foot Bourbon Barrel-Aged Imperial Stout (2009),10.13,54730
10099,Dogfish Head Brewery,1282241065,,4.0,4.5,animalchin,American Brown Ale,4.0,4.5,Indian Brown Ale,7.2,1161
5316,Full Sail Brewery & Tasting Room & Pub,1292040990,,4.5,4.5,coachdonovan,American IPA,3.5,3.5,Wreck The Halls,6.5,7200
119,Otter Creek Brewing / Wolaver's,1233020672,,4.0,4.0,jamie2dope,Russian Imperial Stout,4.0,4.5,Otter Creek Russian Imperial Stout,10.6,47140
26,Three Floyds Brewing Co. & Brewpub,1285727925,,4.5,4.5,WYVYRN527,Russian Imperial Stout,5.0,5.0,Dark Lord Imperial Stout,15.0,7520
13014,Surly Brewing Company,1179163326,,4.0,4.5,mnstorm99,American Brown Ale,5.0,4.5,Bender,5.1,28165
870,Moylan's Brewery,1238207778,,3.5,4.0,jslot38,American Double / Imperial IPA,4.5,4.0,Hopsickle Imperial India Pale Ale,9.2,25259
45,Brooklyn Brewery,1194228697,,5.0,4.5,ccm414,Belgian Strong Pale Ale,5.0,5.0,Brooklyn Local 1,9.0,35328
16315,BrewDog,1294355119,,3.5,3.0,bigfnjoe,American Amber / Red Ale,4.0,3.5,5 A.M. Saint,5.0,55191
345,Victory Brewing Company,1311555829,,4.0,3.5,mdaschaf,Russian Imperial Stout,4.0,4.0,Dark Intrigue,9.1,63860
1285,Milly's Tavern,1301965764,,4.0,4.0,WoodBrew,American Double / Imperial IPA,4.0,4.5,Milly's Manch-Vegas Double Or Nothing Imperial IPA,8.5,67836
458,Real Ale Brewing Company,1317828644,,4.0,4.0,pwsoldier,Russian Imperial Stout,3.5,3.5,Anniversary Ale XV,9.8,70379
1170,Upland Brewing Company,1302055388,,1.0,3.5,weatherdog,Lambic - Fruit,3.5,2.0,Cherry Lambic,6.0,45144
12613,Sierra Madre Brewing Co.,1138625724,,4.0,4.0,Pepeton,Irish Red Ale,4.0,4.0,Chipinque,4.4,28092
105,Miller Brewing Co.,1213040552,,2.5,4.0,woodychandler,American Adjunct Lager,2.0,2.5,Miller High Life,5.0,580
68,Flying Dog Brewery,1082513037,,4.0,4.5,Bighuge,Maibock / Helles Bock,4.0,4.5,Heller Hound Bock Beer,6.2,17009
91,United Breweries - UB Group,1229752669,,3.0,3.0,yesyouam,American Adjunct Lager,3.0,3.0,Taj Mahal Premium Lager,4.5,2970
22,Unibroue,1297796387,,4.0,4.0,superspak,Belgian Strong Pale Ale,5.0,4.5,Don de Dieu,9.0,694
812,Marin Brewing Company,1322935595,,3.5,3.5,Koufax21,American Barleywine,3.5,4.0,Old Dipsea Barleywine Style Ale,9.6,2912
863,Russian River Brewing Company,1253323252,,4.5,4.5,mechamifune,American Double / Imperial IPA,4.5,5.0,Pliny The Elder,8.0,7971
870,Moylan's Brewery,1268023734,,3.5,3.5,bort11,Irish Dry Stout,4.0,4.5,Moylans Dragoons Dry Irish Stout,5.0,21789
180,Brouwerij Huyghe,1044340353,,4.0,3.0,marburg,Fruit / Vegetable Beer,4.5,4.0,Florisgaarden Passion,3.0,4933
612,Flossmoor Station Restaurant & Brewery,1227226028,,4.0,5.0,Bitterbill,American IPA,4.5,5.0,The Curse IPA,7.3,45523
754,Erie Brewing Co.,1201049138,,3.5,4.0,beerthulhu,Oatmeal Stout,3.0,3.5,Drake's Crude,6.9,28466
48,Brouwerij Van Steenberge N.V.,1094889210,,4.0,4.0,morbiddrumer,Dubbel,4.5,4.0,Bornem Dubbel,7.0,1608
147,Stone Brewing Co.,1036348616,,4.0,4.5,Mark,American Double / Imperial IPA,4.5,4.0,Stone Ruination IPA,7.7,4083
8227,The Alchemist Pub & Brewery,1221583471,,3.0,4.0,thekevlarkid,American Blonde Ale,3.0,3.5,Light Weight,4.33,15022
129,Brauerei Tucher Brau,1079047932,,4.5,4.0,mschofield,Dunkelweizen,4.0,4.0,Tucher Dunkles Hefe Weizen,5.35,370
18149,The Lost Abbey,1283217454,,4.0,4.0,glid02,American Wild Ale,4.0,4.5,Framboise De Amorosa,7.0,55992
10485,East End Brewing Company,1233025187,,4.0,4.0,joehawk333,Smoked Beer,2.5,3.5,Smokestack Heritage Porter,6.8,37507
132,Rogue Ales,1294026203,,4.0,4.5,dhowe,Maibock / Helles Bock,4.0,4.5,Dead Guy Ale,6.5,355
207,Brasserie de Rochefort,1191487135,,4.0,4.0,Overlord,Belgian Strong Dark Ale,4.0,3.5,Trappistes Rochefort 6,7.5,3842
2144,McCoy's Public House,1160934695,,3.0,3.5,woodychandler,American IPA,3.5,3.0,Newcomb's IPA,6.4,5840
287,"Bell's Brewery, Inc.",1247367958,,4.0,3.5,jda007,Tripel,3.5,3.5,Bell's Sparkling Ale,9.0,2766
28,Anchor Brewing Company,1175046484,,4.5,4.0,geexploitation,Bock,4.0,4.5,Anchor Bock Beer,5.5,23942
105,Miller Brewing Co.,1289345658,,3.0,3.0,Danmc200,American Adjunct Lager,3.5,3.0,Miller High Life,5.0,580
12142,Williams Brothers Brewing Company,1228018452,,4.0,3.5,SurlyDuff,Scottish Gruit / Ancient Herbed Ale,4.0,4.0,Grozet Gooseberry & Wheat Ale,5.0,244
5411,Valley Brewing Company,1244508623,,3.5,4.0,illidurit,American Barleywine,4.5,4.5,Olde Inventory Barley Ryne (Redhead),9.5,39159
10707,Trader Joe's Brewing Company,1111649154,,3.0,4.0,beersarang,Czech Pilsener,3.5,3.0,Trader Joe's Bohemian Lager,5.0,21614
23639,Rising Tide Brewing Company,1318811042,,4.0,4.0,SpdKilz,American Stout,4.0,4.0,Ursa Minor,6.7,64502
10099,Dogfish Head Brewery,1311727469,,4.0,4.0,Samp01,Berliner Weissbier,4.0,4.0,Festina Pêche,4.5,35720
392,Weyerbacher Brewing Co.,1292398959,,4.0,4.0,BarrelO,English Barleywine,4.0,4.0,Insanity,11.1,18199
42,Brewery Ommegang,1237577531,,4.0,4.5,midnite2sixman,Quadrupel (Quad),4.0,4.0,Three Philosophers Belgian Style Blend (Quadrupel),9.8,3457
8,Widmer Brothers Brewing Company,1227230337,,3.5,4.5,Docer,Winter Warmer,4.0,4.0,Brrr,7.2,45454
1550,Rock Bottom Restaurant & Brewery,1315275287,,3.5,4.0,AgentZero,Saison / Farmhouse Ale,4.0,3.5,Saison Jonquille,5.6,72864
13667,Starr Hill Brewery,1271566766,,3.0,3.5,srandycarter,Irish Dry Stout,3.0,3.0,Dark Starr Stout,4.2,29995
202,Brouwerij Bosteels,1258417468,,4.0,4.0,trbergman,Tripel,4.5,4.5,Tripel Karmeliet,8.4,656
287,"Bell's Brewery, Inc.",1302120165,,4.0,5.0,jifigz,American IPA,3.5,5.0,Two Hearted Ale,7.0,1093
113,Samuel Smith Old Brewery (Tadcaster),1140004051,,3.5,4.0,poluti,English India Pale Ale (IPA),4.0,4.0,Samuel Smith's India Ale,5.0,573
13371,Voodoo Brewing Company,1220919812,,4.5,4.0,DrJay,Keller Bier / Zwickel Bier,4.5,4.0,PILZILLA,6.7,31549
140,Sierra Nevada Brewing Co.,1254098219,,3.0,3.5,Lothore,American IPA,4.0,4.0,Sierra Nevada Southern Hemisphere Harvest Fresh Hop Ale,6.7,42533
22150,Stillwater Artisanal Ales,1318702164,,4.0,3.5,oline73,Saison / Farmhouse Ale,4.0,3.5,Stillwater Barrel-Aged Autumnal,7.2,71962
1416,Uinta Brewing Company,1168475263,,3.5,4.0,Bitterbill,American Pale Ale (APA),3.5,4.0,Angler's Pale Ale,5.8,10573
147,Stone Brewing Co.,1286464441,,4.5,5.0,generallee,American Black Ale,4.5,4.5,Stone Sublimely Self-Righteous Ale,8.7,38470
418,Left Hand Brewing Company,1271111775,,3.0,3.5,beerthulhu,English India Pale Ale (IPA),4.0,4.0,400 Pound Monkey,6.7,44706
10099,Dogfish Head Brewery,1263861141,,4.0,3.5,JTahoe,American Barleywine,4.0,4.5,Olde School Barleywine,15.04,6533
96,Magic Hat Brewing Company,1319924949,,3.5,4.0,wedge,American Porter,3.5,3.5,Ravell,4.8,286
221,Desnoes & Geddes Limited,1086580790,,2.5,4.5,konabrewer,American Adjunct Lager,3.0,3.5,Red Stripe Jamaican Lager,4.7,689
99,Matt Brewing Company,1242661440,,3.5,4.0,ClockworkOrange,American Double / Imperial IPA,4.0,4.0,Saranac High Peaks Series Imperial IPA,8.5,34409
9790,The Duck-Rabbit Craft Brewery,1241746288,,3.5,3.5,JonMich13,American Brown Ale,3.0,3.0,Duck-Rabbit Brown Ale,5.6,20206
42,Brewery Ommegang,1303970251,,4.0,4.0,aasher,American Wild Ale,4.0,4.0,Ommegeddon,8.0,25005
158,Great Divide Brewing Company,1293761625,,3.5,4.0,losdizzel,Märzen / Oktoberfest,4.0,4.0,Hoss,6.2,51631
648,Köstritzer Schwarzbierbrauerei GmbH & Co.,1080849363,,3.5,4.0,watermelonman,Schwarzbier,4.0,4.0,Köstritzer Schwarzbier,4.8,1774
19247,The Olde Mecklenburg Brewery,1252522731,,4.0,3.5,botham,Altbier,4.5,4.0,OMB Copper,4.8,49474
41,Brouwerij Corsendonk,1298945801,,4.0,4.0,Cannoneer,Tripel,4.0,4.5,Corsendonk Agnus / Abbey Pale Ale,7.5,139
176,Würzburger Hofbräu AG,1270341840,,4.0,4.5,drabmuh,Hefeweizen,3.5,4.0,Julius Echter Hefe-Weissbier Hell,4.9,613
392,Weyerbacher Brewing Co.,1312088923,,4.0,3.5,AleWatcher,Russian Imperial Stout,4.0,4.0,Old Heathen Imperial Stout,8.0,1128
10099,Dogfish Head Brewery,1156037243,,4.0,3.0,drotski,American Stout,3.5,4.0,Chicory Stout,5.2,1153
260,Brasserie De Saint-Sylvestre,1324268671,,3.5,4.0,DoctorDog,Bière de Garde,4.5,4.0,Gavroche,8.5,723
112,North Coast Brewing Co.,1198996186,,4.0,4.5,RblWthACoz,Russian Imperial Stout,4.0,4.0,Old Rasputin Russian Imperial Stout,9.0,412
697,Kiuchi Brewery,1198653062,,4.5,3.5,Hofer,Belgian Strong Dark Ale,4.5,3.5,Hitachino Nest Extra High (XH),8.0,7728
2958,BFM Brasserie Des Franches-Montagnes,1261323482,,4.0,4.0,ritzkiss,Smoked Beer,3.5,4.5,Tarry Suchong,6.0,52747
10097,Harpoon Brewery,1228996259,,4.0,4.0,erosier,Baltic Porter,4.0,4.5,Harpoon Leviathan - Baltic Porter,9.5,45934
8470,Theresianer HTS 1892 Spa,1198529055,,2.5,3.5,stcules,Czech Pilsener,2.5,2.5,Theresianer Premium Pils,5.0,40219
3,Abita Brewing Co.,1212272944,,3.5,3.5,jdhilt,Fruit / Vegetable Beer,3.0,3.5,Strawberry Harvest Lager,4.2,23505
4106,Žatecký Pivovar,1216224734,,3.5,3.5,generallee,Czech Pilsener,4.0,3.5,Žatec,4.6,27491
784,Tyranena Brewing Company,1293916211,,5.0,4.0,icharus84,American Double / Imperial Stout,4.0,4.5,Doubly Down 'N Even Dirtier,7.5,63455
1141,Brasserie Dieu Du Ciel,1233200912,,4.0,4.0,BretSikkink,American Barleywine,4.0,4.5,Solstice D'hiver,9.8,14735
220,Lagunitas Brewing Company,1314807378,,3.0,3.5,brian44556,American Double / Imperial IPA,2.5,2.5,Maximus,8.2,1372
388,Brasserie Cantillon,1190529221,,4.5,4.0,Kurland,Gueuze,4.0,4.5,Cantillon Gueuze 100% Lambic-Bio (Organic Gueuze),5.0,11888
141,Smuttynose Brewing Company,1280629075,,4.0,4.0,oglmcdgl,Wheatwine,2.5,3.0,Smuttynose Wheat Wine (Big Beer Series),10.7,21804
209,Guinness Ltd.,1317833758,,3.0,3.5,Stinkypuss,Low Alcohol Beer,3.5,3.5,Kaliber,0.5,5333
68,Flying Dog Brewery,1209860305,,3.5,3.0,dsa7783,Tripel,4.0,3.5,Kerberos Tripel,8.5,42448
418,Left Hand Brewing Company,1265266148,,4.5,4.0,pitbull89,Milk / Sweet Stout,4.5,5.0,Left Hand Milk Stout,6.0,3434
45,Brooklyn Brewery,1306543367,,4.0,3.5,Bouleboubier,English Pale Ale,4.0,3.5,Brooklyn Summer Ale,5.0,32631
99,Matt Brewing Company,1289770921,,3.5,3.5,beerdown77,English Pale Ale,3.5,3.0,Saranac Pale Ale,5.5,914
252,Bayerische Staatsbrauerei Weihenstephan,1157935251,,4.0,4.0,Freshie,Dunkelweizen,4.5,4.5,Weihenstephaner Hefeweissbier Dunkel,5.3,808
29,Anheuser-Busch,1228581647,,1.5,1.0,BirdFlu,Light Lager,2.0,2.0,Bud Light,4.2,1320
610,Bear Republic Brewing Co.,1305269863,,4.0,4.5,BierFan,American IPA,4.0,4.5,Racer 5 India Pale Ale,7.0,2751
147,Stone Brewing Co.,1242269610,,4.5,4.0,yesyouam,American Amber / Red Ale,4.0,4.0,Stone Levitation Ale,4.4,6301
216,Brouwerij Rodenbach N.V.,1324831839,,5.0,4.5,jbonapar,Flanders Red Ale,4.0,4.5,2008 Vintage Oak Aged Ale (Barrel No. 96),7.0,62395
358,Beamish & Crawford Plc.,1237582324,,4.0,4.5,Cyberkedi,Irish Dry Stout,5.0,4.0,Beamish Irish Stout,4.1,927
418,Left Hand Brewing Company,1303864819,,3.5,3.0,secondtooth,English Porter,4.0,4.0,Black Jack Porter,6.4,1251
1549,Goose Island Beer Co.,1243034709,,3.5,3.0,jamie2dope,Belgian Strong Pale Ale,3.5,3.5,Matilda,7.0,4318
10097,Harpoon Brewery,1191441623,,4.0,3.0,Monkeyknife,American IPA,3.5,3.5,Harpoon IPA,5.9,311
140,Sierra Nevada Brewing Co.,1178923896,,3.5,3.5,BretSikkink,American Pale Wheat Ale,4.0,3.5,Sierra Nevada Wheat Beer,4.4,282
694,Tröegs Brewing Company,1308621088,,3.0,4.5,vrushing88,German Pilsener,4.0,4.0,Tröegs Sunshine Pils,5.3,4108
140,Sierra Nevada Brewing Co.,1248398668,,4.0,4.0,kels,Hefeweizen,4.5,4.5,Sierra Nevada Kellerweis Hefeweizen,4.8,48434
2743,Green Flash Brewing Co.,1212626656,,4.0,4.0,tastybeer,American Amber / Red Ale,4.0,4.5,Green Flash Hop Head Red Ale,7.0,35732
3818,Southern Tier Brewing Company,1249339404,,3.5,4.0,jdhilt,American Strong Ale,4.0,4.0,Gemini (Imperial Blended Ale),10.5,40057
28,Anchor Brewing Company,1227579983,,4.0,4.5,tmoneyba,Winter Warmer,4.0,4.0,Our Special Ale 2005 (Anchor Christmas Ale),5.8,26756
345,Victory Brewing Company,1205864774,,4.0,4.0,mmmbeer,Saison / Farmhouse Ale,4.5,4.5,V-Saison,7.5,24759
10991,Christian Moerlein Brewing Company,1183770570,,4.5,5.0,bluejacket74,American Pale Ale (APA),4.5,4.5,Christian Moerlein Over-The-Rhine Ale,6.0,36688
2216,Brouwerij Drie Fonteinen,1296705707,,4.0,4.0,foogerd,Lambic - Fruit,4.0,4.5,Drie Fonteinen Schaerbeekse Kriek,6.0,17647
418,Left Hand Brewing Company,1297637679,,3.5,3.5,smcolw,American IPA,4.0,4.0,Warrior IPA,7.6,9182
637,Brasserie Dupont sprl,1105770410,,4.0,3.5,Padron4KM,Saison / Farmhouse Ale,4.5,4.5,Saison Dupont,6.5,1717
15032,Powerhouse Restaurant And Brewery,1163484073,,3.0,4.0,RedDiamond,American IPA,3.0,2.5,Powerhouse India Pale Ale,6.0,33736
335,New Holland Brewing Company,1253989618,,3.5,4.0,BeerFMAndy,Pumpkin Ale,3.0,3.0,New Holland Ichabod Ale,5.5,1567
35,Boston Beer Company (Samuel Adams),1290478399,,3.5,4.0,Lukafer,American Porter,4.5,3.5,Samuel Adams Holiday Porter,5.8,20564
697,Kiuchi Brewery,1156197014,,3.5,4.0,Drew966,Milk / Sweet Stout,3.5,3.5,Hitachino Nest Sweet Stout (Lacto),3.9,4769
455,Creemore Springs Brewery Limited,1161662418,,3.5,3.5,cratez,Bock,3.5,3.0,Creemore Springs UrBock,6.0,2250
28,Anchor Brewing Company,1298428885,,4.5,4.5,dogfishandi,Winter Warmer,3.5,4.5,Our Special Ale 2010 (Anchor Christmas Ale),5.5,63022
287,"Bell's Brewery, Inc.",1123190074,,4.0,4.0,BEERchitect,American Stout,4.5,4.5,Bell's Kalamazoo Stout,6.0,1117
7730,Nøgne Ø - Det Kompromissløse Bryggeri A/S,1216875046,,4.0,5.0,barleywinefiend,American Barleywine,3.0,3.0,# 100,10.0,25489
9,Whitbread PLC,1094354570,,4.0,4.0,afinepilsner,Milk / Sweet Stout,4.5,4.0,Mackeson Triple XXX Stout,4.9,19
3120,Alpine Beer Company,1276714077,,4.5,4.0,billshmeinke,Flanders Red Ale,4.0,4.5,Ned,5.17,58380
72,Weisses Bräuhaus G. Schneider & Sohn GmbH,1152855109,,3.5,4.0,JerzDevl2000,Weizenbock,4.0,4.0,Schneider Aventinus,8.2,224
392,Weyerbacher Brewing Co.,1316886650,,4.0,3.5,gopens44,English Barleywine,3.0,4.0,Insanity,11.1,18199
21497,North Peak Brewing Company,1297389773,,4.0,4.0,ShogoKawada,American IPA,3.5,4.0,Diabolical India Pale Ale,6.66,54898
26,Three Floyds Brewing Co. & Brewpub,1273364556,,4.5,4.0,SourBatchKid,Russian Imperial Stout,4.5,4.0,Dark Lord Imperial Stout,15.0,7520
35,Boston Beer Company (Samuel Adams),1293607849,,3.5,3.5,chilidog,Bière de Champagne / Bière Brut,3.0,3.5,Infinium,10.3,64089
18149,The Lost Abbey,1324954728,,1.5,1.5,SpeedwayJim,American Wild Ale,2.0,1.5,Veritas 009,8.0,69499
74,Gritty McDuff's Brewing Company,1068126999,,3.5,4.5,greebz,Extra Special / Strong Bitter (ESB),4.0,4.0,Gritty McDuff's Halloween Ale,6.0,6005
25865,Bat Creek Brewery,1312205847,,3.5,3.5,zeff80,American Brown Ale,4.0,3.5,Flip Nut,6.4,70893
11743,Naylor's Brewery,1216286269,,3.0,3.5,wl0307,English Bitter,3.5,3.5,Sunset Ale,4.2,43788
140,Sierra Nevada Brewing Co.,1282868804,,3.5,4.5,Docer,American Barleywine,3.5,4.0,30th Anniversary - Jack & Ken's Ale,10.2,60474
18134,Redhook Ale Brewery,1223836605,,3.0,3.5,albern,Extra Special / Strong Bitter (ESB),3.5,3.5,Redhook ESB,5.77,1119
921,Privatbrauerei Bischoff,1282534222,,4.0,3.5,imperialstout27,Doppelbock,4.0,4.0,Doppelbock,7.5,29624
73,Great Lakes Brewing Company,1295231164,,4.0,4.0,Arbitrator,Winter Warmer,4.0,4.5,Great Lakes Christmas Ale,7.5,1576
132,Rogue Ales,1287375527,,3.0,3.5,DoreenAndDave,Dubbel,3.0,3.0,Chatoe Rogue First Growth Creek Ale,6.0,61216
394,Stoudts Brewing Co.,1197674780,,3.5,3.0,joe1510,American Pale Ale (APA),3.5,4.0,Stoudts American Pale Ale,5.0,1550
1549,Goose Island Beer Co.,1280955918,,3.5,3.5,Beerandraiderfan,Kölsch,3.0,3.0,Summertime,5.0,1171
180,Brouwerij Huyghe,1238744755,,1.5,1.0,lacqueredmouse,Euro Pale Lager,2.0,1.5,Glutaner Sorghum-Based Premium Pilsener,4.7,34549
113,Samuel Smith Old Brewery (Tadcaster),1320432289,,3.5,4.0,fx20736,Winter Warmer,4.5,3.5,Samuel Smith's Winter Welcome Ale,6.0,577
498,Bavaria Brouwerij N.V.,1180199986,,3.0,4.0,tbone53,German Pilsener,3.0,3.0,Bavaria Beer / Pilsener,4.8,1422
1199,Founders Brewing Company,1268232147,,4.0,4.0,afausser,American IPA,4.0,4.0,Founders Centennial IPA,7.2,5441
354,Carolina Beer Company,1121912573,,4.0,3.0,Sayson,Irish Red Ale,3.5,3.0,Cottonwood Irish Style Red Ale,5.2,13634
17161,Gordash Brewing Company,1213472550,,3.5,4.0,mhewes,American Strong Ale,3.5,3.0,Holy Mackerel Mack In Black,8.0,43011
4,Allagash Brewing Company,1236404500,,4.5,4.5,imagineiii,American Wild Ale,4.0,4.5,Allagash Confluence Ale,7.5,47277
63,Deschutes Brewery,1232239113,,4.5,4.0,dhilltop2000,American IPA,4.0,4.0,Inversion IPA,6.8,29209
337,Saint Arnold Brewing Company,1219914174,,4.0,4.0,JohnGalt1,American Barleywine,4.0,4.5,Saint Arnold Divine Reserve #6,10.0,43157
63,Deschutes Brewery,1218786672,,4.0,4.5,atsprings,American Double / Imperial IPA,4.0,4.0,Hop Henge Experimental IPA,9.0,47434
209,Guinness Ltd.,1137312027,,2.0,3.0,RJLarse,Irish Dry Stout,3.0,2.0,Guinness Draught,4.2,754
4897,Jaxon's Restaurant and Brewing Company,1274927517,,3.5,4.0,djeucalyptus,American Stout,3.0,3.0,Jaxon's Black Jack Stout,6.88,23509
5316,Full Sail Brewery & Tasting Room & Pub,1216058041,,4.5,4.5,beerkittycat,American IPA,4.0,5.0,Prodigal Sun IPA (Brewmaster Reserve),6.2,43303
35,Boston Beer Company (Samuel Adams),1245782329,,4.0,3.5,Winter,Witbier,4.0,4.0,Samuel Adams Imperial White,10.3,47317
454,Arcadia Brewing Company,1235258532,,4.0,4.5,tmoneyba,Rye Beer,4.0,4.0,Arcadia Sky High Rye,6.0,47210
