Timestamp,year,month,day,hour
2019-01-07 06:00:00,2019,1,7,6
2019-01-07 07:00:00,2019,1,7,7
2019-01-07 08:00:00,2019,1,7,8
2019-01-07 09:00:00,2019,1,7,9
2019-01-07 10:00:00,2019,1,7,10
2019-01-07 11:00:00,2019,1,7,11
2019-01-07 12:00:00,2019,1,7,12
2019-01-07 13:00:00,2019,1,7,13
2019-01-07 14:00:00,2019,1,7,14
2019-01-07 15:00:00,2019,1,7,15
2019-01-07 16:00:00,2019,1,7,16
2019-01-07 17:00:00,2019,1,7,17
2019-01-07 18:00:00,2019,1,7,18
2019-01-07 19:00:00,2019,1,7,19
2019-01-07 20:00:00,2019,1,7,20
2019-01-07 21:00:00,2019,1,7,21
2019-01-07 22:00:00,2019,1,7,22
2019-01-07 23:00:00,2019,1,7,23
2019-01-08 00:00:00,2019,1,8,0
2019-01-08 01:00:00,2019,1,8,1
2019-01-08 02:00:00,2019,1,8,2
2019-01-08 03:00:00,2019,1,8,3
2019-01-08 04:00:00,2019,1,8,4
2019-01-08 05:00:00,2019,1,8,5
2019-01-08 06:00:00,2019,1,8,6
2019-01-08 07:00:00,2019,1,8,7
2019-01-08 08:00:00,2019,1,8,8
2019-01-08 09:00:00,2019,1,8,9
2019-01-08 10:00:00,2019,1,8,10
2019-01-08 11:00:00,2019,1,8,11
2019-01-08 12:00:00,2019,1,8,12
2019-01-08 13:00:00,2019,1,8,13
2019-01-08 14:00:00,2019,1,8,14
2019-01-08 15:00:00,2019,1,8,15
2019-01-08 16:00:00,2019,1,8,16
2019-01-08 17:00:00,2019,1,8,17
2019-01-08 18:00:00,2019,1,8,18
2019-01-08 19:00:00,2019,1,8,19
2019-01-08 20:00:00,2019,1,8,20
2019-01-08 21:00:00,2019,1,8,21
2019-01-08 22:00:00,2019,1,8,22
2019-01-08 23:00:00,2019,1,8,23
2019-01-09 00:00:00,2019,1,9,0
2019-01-09 01:00:00,2019,1,9,1
2019-01-09 02:00:00,2019,1,9,2
2019-01-09 03:00:00,2019,1,9,3
2019-01-09 04:00:00,2019,1,9,4
2019-01-09 05:00:00,2019,1,9,5
2019-01-09 06:00:00,2019,1,9,6
2019-01-09 07:00:00,2019,1,9,7
2019-01-09 08:00:00,2019,1,9,8
2019-01-09 09:00:00,2019,1,9,9
2019-01-09 10:00:00,2019,1,9,10
2019-01-09 11:00:00,2019,1,9,11
2019-01-09 12:00:00,2019,1,9,12
2019-01-09 13:00:00,2019,1,9,13
2019-01-09 14:00:00,2019,1,9,14
2019-01-09 15:00:00,2019,1,9,15
2019-01-09 16:00:00,2019,1,9,16
2019-01-09 17:00:00,2019,1,9,17
2019-01-09 18:00:00,2019,1,9,18
2019-01-09 19:00:00,2019,1,9,19
2019-01-09 20:00:00,2019,1,9,20
2019-01-09 21:00:00,2019,1,9,21
2019-01-09 22:00:00,2019,1,9,22
2019-01-09 23:00:00,2019,1,9,23
2019-01-10 00:00:00,2019,1,10,0
2019-01-10 01:00:00,2019,1,10,1
2019-01-10 02:00:00,2019,1,10,2
2019-01-10 03:00:00,2019,1,10,3
2019-01-10 04:00:00,2019,1,10,4
2019-01-10 05:00:00,2019,1,10,5
2019-01-10 06:00:00,2019,1,10,6
2019-01-10 07:00:00,2019,1,10,7
2019-01-10 08:00:00,2019,1,10,8
2019-01-10 09:00:00,2019,1,10,9
2019-01-10 10:00:00,2019,1,10,10
2019-01-10 11:00:00,2019,1,10,11
2019-01-10 12:00:00,2019,1,10,12
2019-01-10 13:00:00,2019,1,10,13
2019-01-10 14:00:00,2019,1,10,14
2019-01-10 15:00:00,2019,1,10,15
2019-01-10 16:00:00,2019,1,10,16
2019-01-10 17:00:00,2019,1,10,17
2019-01-10 18:00:00,2019,1,10,18
2019-01-10 19:00:00,2019,1,10,19
2019-01-10 20:00:00,2019,1,10,20
2019-01-10 21:00:00,2019,1,10,21
2019-01-10 22:00:00,2019,1,10,22
2019-01-10 23:00:00,2019,1,10,23
2019-01-11 00:00:00,2019,1,11,0
2019-01-11 01:00:00,2019,1,11,1
2019-01-11 02:00:00,2019,1,11,2
2019-01-11 03:00:00,2019,1,11,3
2019-01-11 04:00:00,2019,1,11,4
2019-01-11 05:00:00,2019,1,11,5
2019-01-11 06:00:00,2019,1,11,6
2019-01-11 07:00:00,2019,1,11,7
2019-01-11 08:00:00,2019,1,11,8
2019-01-11 09:00:00,2019,1,11,9
2019-01-11 10:00:00,2019,1,11,10
2019-01-11 11:00:00,2019,1,11,11
2019-01-11 12:00:00,2019,1,11,12
2019-01-11 13:00:00,2019,1,11,13
2019-01-11 14:00:00,2019,1,11,14
2019-01-11 15:00:00,2019,1,11,15
2019-01-11 16:00:00,2019,1,11,16
2019-01-11 17:00:00,2019,1,11,17
2019-01-11 18:00:00,2019,1,11,18
2019-01-11 19:00:00,2019,1,11,19
2019-01-11 20:00:00,2019,1,11,20
2019-01-11 21:00:00,2019,1,11,21
2019-01-11 22:00:00,2019,1,11,22
2019-01-11 23:00:00,2019,1,11,23
2019-01-12 00:00:00,2019,1,12,0
2019-01-12 01:00:00,2019,1,12,1
2019-01-12 02:00:00,2019,1,12,2
2019-01-12 03:00:00,2019,1,12,3
2019-01-12 04:00:00,2019,1,12,4
2019-01-12 05:00:00,2019,1,12,5
2019-01-12 06:00:00,2019,1,12,6
2019-01-12 07:00:00,2019,1,12,7
2019-01-12 08:00:00,2019,1,12,8
2019-01-12 09:00:00,2019,1,12,9
2019-01-12 10:00:00,2019,1,12,10
2019-01-12 11:00:00,2019,1,12,11
2019-01-12 12:00:00,2019,1,12,12
2019-01-12 13:00:00,2019,1,12,13
2019-01-12 14:00:00,2019,1,12,14
2019-01-12 15:00:00,2019,1,12,15
2019-01-12 16:00:00,2019,1,12,16
2019-01-12 17:00:00,2019,1,12,17
2019-01-12 18:00:00,2019,1,12,18
2019-01-12 19:00:00,2019,1,12,19
2019-01-12 20:00:00,2019,1,12,20
2019-01-12 21:00:00,2019,1,12,21
2019-01-12 22:00:00,2019,1,12,22
2019-01-12 23:00:00,2019,1,12,23
2019-01-13 00:00:00,2019,1,13,0
2019-01-13 01:00:00,2019,1,13,1
2019-01-13 02:00:00,2019,1,13,2
2019-01-13 03:00:00,2019,1,13,3
2019-01-13 04:00:00,2019,1,13,4
2019-01-13 05:00:00,2019,1,13,5
2019-01-13 06:00:00,2019,1,13,6
2019-01-13 07:00:00,2019,1,13,7
2019-01-13 08:00:00,2019,1,13,8
2019-01-13 09:00:00,2019,1,13,9
2019-01-13 10:00:00,2019,1,13,10
2019-01-13 11:00:00,2019,1,13,11
2019-01-13 12:00:00,2019,1,13,12
2019-01-13 13:00:00,2019,1,13,13
2019-01-13 14:00:00,2019,1,13,14
2019-01-13 15:00:00,2019,1,13,15
2019-01-13 16:00:00,2019,1,13,16
2019-01-13 17:00:00,2019,1,13,17
2019-01-13 18:00:00,2019,1,13,18
2019-01-13 19:00:00,2019,1,13,19
2019-01-13 20:00:00,2019,1,13,20
2019-01-13 21:00:00,2019,1,13,21
2019-01-13 22:00:00,2019,1,13,22
2019-01-13 23:00:00,2019,1,13,23
2019-01-14 00:00:00,2019,1,14,0
2019-01-14 01:00:00,2019,1,14,1
2019-01-14 02:00:00,2019,1,14,2
2019-01-14 03:00:00,2019,1,14,3
2019-01-14 04:00:00,2019,1,14,4
2019-01-14 05:00:00,2019,1,14,5
2019-01-14 06:00:00,2019,1,14,6
2019-01-14 07:00:00,2019,1,14,7
2019-01-14 08:00:00,2019,1,14,8
2019-01-14 09:00:00,2019,1,14,9
2019-01-14 10:00:00,2019,1,14,10
2019-01-14 11:00:00,2019,1,14,11
2019-01-14 12:00:00,2019,1,14,12
2019-01-14 13:00:00,2019,1,14,13
2019-01-14 14:00:00,2019,1,14,14
2019-01-14 15:00:00,2019,1,14,15
2019-01-14 16:00:00,2019,1,14,16
2019-01-14 17:00:00,2019,1,14,17
2019-01-14 18:00:00,2019,1,14,18
2019-01-14 19:00:00,2019,1,14,19
2019-01-14 20:00:00,2019,1,14,20
2019-01-14 21:00:00,2019,1,14,21
2019-01-14 22:00:00,2019,1,14,22
2019-01-14 23:00:00,2019,1,14,23
2019-01-15 00:00:00,2019,1,15,0
2019-01-15 01:00:00,2019,1,15,1
2019-01-15 02:00:00,2019,1,15,2
2019-01-15 03:00:00,2019,1,15,3
2019-01-15 04:00:00,2019,1,15,4
2019-01-15 05:00:00,2019,1,15,5
2019-01-15 06:00:00,2019,1,15,6
2019-01-15 07:00:00,2019,1,15,7
2019-01-15 08:00:00,2019,1,15,8
2019-01-15 09:00:00,2019,1,15,9
2019-01-15 10:00:00,2019,1,15,10
2019-01-15 11:00:00,2019,1,15,11
2019-01-15 12:00:00,2019,1,15,12
2019-01-15 13:00:00,2019,1,15,13
2019-01-15 14:00:00,2019,1,15,14
2019-01-15 15:00:00,2019,1,15,15
2019-01-15 16:00:00,2019,1,15,16
2019-01-15 17:00:00,2019,1,15,17
2019-01-15 18:00:00,2019,1,15,18
2019-01-15 19:00:00,2019,1,15,19
2019-01-15 20:00:00,2019,1,15,20
2019-01-15 21:00:00,2019,1,15,21
2019-01-15 22:00:00,2019,1,15,22
2019-01-15 23:00:00,2019,1,15,23
2019-01-16 00:00:00,2019,1,16,0
2019-01-16 01:00:00,2019,1,16,1
2019-01-16 02:00:00,2019,1,16,2
2019-01-16 03:00:00,2019,1,16,3
2019-01-16 04:00:00,2019,1,16,4
2019-01-16 05:00:00,2019,1,16,5
2019-01-16 06:00:00,2019,1,16,6
2019-01-16 07:00:00,2019,1,16,7
2019-01-16 08:00:00,2019,1,16,8
2019-01-16 09:00:00,2019,1,16,9
2019-01-16 10:00:00,2019,1,16,10
2019-01-16 11:00:00,2019,1,16,11
2019-01-16 12:00:00,2019,1,16,12
2019-01-16 13:00:00,2019,1,16,13
2019-01-16 14:00:00,2019,1,16,14
2019-01-16 15:00:00,2019,1,16,15
2019-01-16 16:00:00,2019,1,16,16
2019-01-16 17:00:00,2019,1,16,17
2019-01-16 18:00:00,2019,1,16,18
2019-01-16 19:00:00,2019,1,16,19
2019-01-16 20:00:00,2019,1,16,20
2019-01-16 21:00:00,2019,1,16,21
2019-01-16 22:00:00,2019,1,16,22
2019-01-16 23:00:00,2019,1,16,23
2019-01-17 00:00:00,2019,1,17,0
2019-01-17 01:00:00,2019,1,17,1
2019-01-17 02:00:00,2019,1,17,2
2019-01-17 03:00:00,2019,1,17,3
2019-01-17 04:00:00,2019,1,17,4
2019-01-17 05:00:00,2019,1,17,5
2019-01-17 06:00:00,2019,1,17,6
2019-01-17 07:00:00,2019,1,17,7
2019-01-17 08:00:00,2019,1,17,8
2019-01-17 09:00:00,2019,1,17,9
2019-01-17 10:00:00,2019,1,17,10
2019-01-17 11:00:00,2019,1,17,11
2019-01-17 12:00:00,2019,1,17,12
2019-01-17 13:00:00,2019,1,17,13
2019-01-17 14:00:00,2019,1,17,14
2019-01-17 15:00:00,2019,1,17,15
2019-01-17 16:00:00,2019,1,17,16
2019-01-17 17:00:00,2019,1,17,17
2019-01-17 18:00:00,2019,1,17,18
2019-01-17 19:00:00,2019,1,17,19
2019-01-17 20:00:00,2019,1,17,20
2019-01-17 21:00:00,2019,1,17,21
2019-01-17 22:00:00,2019,1,17,22
2019-01-17 23:00:00,2019,1,17,23
2019-01-18 00:00:00,2019,1,18,0
2019-01-18 01:00:00,2019,1,18,1
2019-01-18 02:00:00,2019,1,18,2
2019-01-18 03:00:00,2019,1,18,3
2019-01-18 04:00:00,2019,1,18,4
2019-01-18 05:00:00,2019,1,18,5
2019-01-18 06:00:00,2019,1,18,6
2019-01-18 07:00:00,2019,1,18,7
2019-01-18 08:00:00,2019,1,18,8
2019-01-18 09:00:00,2019,1,18,9
2019-01-18 10:00:00,2019,1,18,10
2019-01-18 11:00:00,2019,1,18,11
2019-01-18 12:00:00,2019,1,18,12
2019-01-18 13:00:00,2019,1,18,13
2019-01-18 14:00:00,2019,1,18,14
2019-01-18 15:00:00,2019,1,18,15
2019-01-18 16:00:00,2019,1,18,16
2019-01-18 17:00:00,2019,1,18,17
2019-01-18 18:00:00,2019,1,18,18
2019-01-18 19:00:00,2019,1,18,19
2019-01-18 20:00:00,2019,1,18,20
2019-01-18 21:00:00,2019,1,18,21
2019-01-18 22:00:00,2019,1,18,22
2019-01-18 23:00:00,2019,1,18,23
2019-01-19 00:00:00,2019,1,19,0
2019-01-19 01:00:00,2019,1,19,1
2019-01-19 02:00:00,2019,1,19,2
2019-01-19 03:00:00,2019,1,19,3
2019-01-19 04:00:00,2019,1,19,4
2019-01-19 05:00:00,2019,1,19,5
2019-01-19 06:00:00,2019,1,19,6
2019-01-19 07:00:00,2019,1,19,7
2019-01-19 08:00:00,2019,1,19,8
2019-01-19 09:00:00,2019,1,19,9
2019-01-19 10:00:00,2019,1,19,10
2019-01-19 11:00:00,2019,1,19,11
2019-01-19 12:00:00,2019,1,19,12
2019-01-19 13:00:00,2019,1,19,13
2019-01-19 14:00:00,2019,1,19,14
2019-01-19 15:00:00,2019,1,19,15
2019-01-19 16:00:00,2019,1,19,16
2019-01-19 17:00:00,2019,1,19,17
2019-01-19 18:00:00,2019,1,19,18
2019-01-19 19:00:00,2019,1,19,19
2019-01-19 20:00:00,2019,1,19,20
2019-01-19 21:00:00,2019,1,19,21
2019-01-19 22:00:00,2019,1,19,22
2019-01-19 23:00:00,2019,1,19,23
2019-01-20 00:00:00,2019,1,20,0
2019-01-20 01:00:00,2019,1,20,1
2019-01-20 02:00:00,2019,1,20,2
2019-01-20 03:00:00,2019,1,20,3
2019-01-20 04:00:00,2019,1,20,4
2019-01-20 05:00:00,2019,1,20,5
2019-01-20 06:00:00,2019,1,20,6
2019-01-20 07:00:00,2019,1,20,7
2019-01-20 08:00:00,2019,1,20,8
2019-01-20 09:00:00,2019,1,20,9
2019-01-20 10:00:00,2019,1,20,10
2019-01-20 11:00:00,2019,1,20,11
2019-01-20 12:00:00,2019,1,20,12
2019-01-20 13:00:00,2019,1,20,13
2019-01-20 14:00:00,2019,1,20,14
2019-01-20 15:00:00,2019,1,20,15
2019-01-20 16:00:00,2019,1,20,16
2019-01-20 17:00:00,2019,1,20,17
2019-01-20 18:00:00,2019,1,20,18
2019-01-20 19:00:00,2019,1,20,19
2019-01-20 20:00:00,2019,1,20,20
2019-01-20 21:00:00,2019,1,20,21
2019-01-20 22:00:00,2019,1,20,22
2019-01-20 23:00:00,2019,1,20,23
2019-01-21 00:00:00,2019,1,21,0
2019-01-21 01:00:00,2019,1,21,1
2019-01-21 02:00:00,2019,1,21,2
2019-01-21 03:00:00,2019,1,21,3
2019-01-21 04:00:00,2019,1,21,4
2019-01-21 05:00:00,2019,1,21,5
2019-01-21 06:00:00,2019,1,21,6
2019-01-21 07:00:00,2019,1,21,7
2019-01-21 08:00:00,2019,1,21,8
2019-01-21 09:00:00,2019,1,21,9
2019-01-21 10:00:00,2019,1,21,10
2019-01-21 11:00:00,2019,1,21,11
2019-01-21 12:00:00,2019,1,21,12
2019-01-21 13:00:00,2019,1,21,13
2019-01-21 14:00:00,2019,1,21,14
2019-01-21 15:00:00,2019,1,21,15
2019-01-21 16:00:00,2019,1,21,16
2019-01-21 17:00:00,2019,1,21,17
2019-01-21 18:00:00,2019,1,21,18
2019-01-21 19:00:00,2019,1,21,19
2019-01-21 20:00:00,2019,1,21,20
2019-01-21 21:00:00,2019,1,21,21
2019-01-21 22:00:00,2019,1,21,22
2019-01-21 23:00:00,2019,1,21,23
2019-01-22 00:00:00,2019,1,22,0
2019-01-22 01:00:00,2019,1,22,1
2019-01-22 02:00:00,2019,1,22,2
2019-01-22 03:00:00,2019,1,22,3
2019-01-22 04:00:00,2019,1,22,4
2019-01-22 05:00:00,2019,1,22,5
2019-01-22 06:00:00,2019,1,22,6
2019-01-22 07:00:00,2019,1,22,7
2019-01-22 08:00:00,2019,1,22,8
2019-01-22 09:00:00,2019,1,22,9
2019-01-22 10:00:00,2019,1,22,10
2019-01-22 11:00:00,2019,1,22,11
2019-01-22 12:00:00,2019,1,22,12
2019-01-22 13:00:00,2019,1,22,13
2019-01-22 14:00:00,2019,1,22,14
2019-01-22 15:00:00,2019,1,22,15
2019-01-22 16:00:00,2019,1,22,16
2019-01-22 17:00:00,2019,1,22,17
2019-01-22 18:00:00,2019,1,22,18
2019-01-22 19:00:00,2019,1,22,19
2019-01-22 20:00:00,2019,1,22,20
2019-01-22 21:00:00,2019,1,22,21
2019-01-22 22:00:00,2019,1,22,22
2019-01-22 23:00:00,2019,1,22,23
2019-01-23 00:00:00,2019,1,23,0
2019-01-23 01:00:00,2019,1,23,1
2019-01-23 02:00:00,2019,1,23,2
2019-01-23 03:00:00,2019,1,23,3
2019-01-23 04:00:00,2019,1,23,4
2019-01-23 05:00:00,2019,1,23,5
2019-01-23 06:00:00,2019,1,23,6
2019-01-23 07:00:00,2019,1,23,7
2019-01-23 08:00:00,2019,1,23,8
2019-01-23 09:00:00,2019,1,23,9
2019-01-23 10:00:00,2019,1,23,10
2019-01-23 11:00:00,2019,1,23,11
2019-01-23 12:00:00,2019,1,23,12
2019-01-23 13:00:00,2019,1,23,13
2019-01-23 14:00:00,2019,1,23,14
2019-01-23 15:00:00,2019,1,23,15
2019-01-23 16:00:00,2019,1,23,16
2019-01-23 17:00:00,2019,1,23,17
2019-01-23 18:00:00,2019,1,23,18
2019-01-23 19:00:00,2019,1,23,19
2019-01-23 20:00:00,2019,1,23,20
2019-01-23 21:00:00,2019,1,23,21
2019-01-23 22:00:00,2019,1,23,22
2019-01-23 23:00:00,2019,1,23,23
2019-01-24 00:00:00,2019,1,24,0
2019-01-24 01:00:00,2019,1,24,1
2019-01-24 02:00:00,2019,1,24,2
2019-01-24 03:00:00,2019,1,24,3
2019-01-24 04:00:00,2019,1,24,4
2019-01-24 05:00:00,2019,1,24,5
2019-01-24 06:00:00,2019,1,24,6
2019-01-24 07:00:00,2019,1,24,7
2019-01-24 08:00:00,2019,1,24,8
2019-01-24 09:00:00,2019,1,24,9
2019-01-24 10:00:00,2019,1,24,10
2019-01-24 11:00:00,2019,1,24,11
2019-01-24 12:00:00,2019,1,24,12
2019-01-24 13:00:00,2019,1,24,13
2019-01-24 14:00:00,2019,1,24,14
2019-01-24 15:00:00,2019,1,24,15
2019-01-24 16:00:00,2019,1,24,16
2019-01-24 17:00:00,2019,1,24,17
2019-01-24 18:00:00,2019,1,24,18
2019-01-24 19:00:00,2019,1,24,19
2019-01-24 20:00:00,2019,1,24,20
2019-01-24 21:00:00,2019,1,24,21
2019-01-24 22:00:00,2019,1,24,22
2019-01-24 23:00:00,2019,1,24,23
2019-01-25 00:00:00,2019,1,25,0
2019-01-25 01:00:00,2019,1,25,1
2019-01-25 02:00:00,2019,1,25,2
2019-01-25 03:00:00,2019,1,25,3
2019-01-25 04:00:00,2019,1,25,4
2019-01-25 05:00:00,2019,1,25,5
2019-01-25 06:00:00,2019,1,25,6
2019-01-25 07:00:00,2019,1,25,7
2019-01-25 08:00:00,2019,1,25,8
2019-01-25 09:00:00,2019,1,25,9
2019-01-25 10:00:00,2019,1,25,10
2019-01-25 11:00:00,2019,1,25,11
2019-01-25 12:00:00,2019,1,25,12
2019-01-25 13:00:00,2019,1,25,13
2019-01-25 14:00:00,2019,1,25,14
2019-01-25 15:00:00,2019,1,25,15
2019-01-25 16:00:00,2019,1,25,16
2019-01-25 17:00:00,2019,1,25,17
2019-01-25 18:00:00,2019,1,25,18
2019-01-25 19:00:00,2019,1,25,19
2019-01-25 20:00:00,2019,1,25,20
2019-01-25 21:00:00,2019,1,25,21
2019-01-25 22:00:00,2019,1,25,22
2019-01-25 23:00:00,2019,1,25,23
2019-01-26 00:00:00,2019,1,26,0
2019-01-26 01:00:00,2019,1,26,1
2019-01-26 02:00:00,2019,1,26,2
2019-01-26 03:00:00,2019,1,26,3
2019-01-26 04:00:00,2019,1,26,4
2019-01-26 05:00:00,2019,1,26,5
2019-01-26 06:00:00,2019,1,26,6
2019-01-26 07:00:00,2019,1,26,7
2019-01-26 08:00:00,2019,1,26,8
2019-01-26 09:00:00,2019,1,26,9
2019-01-26 10:00:00,2019,1,26,10
2019-01-26 11:00:00,2019,1,26,11
2019-01-26 12:00:00,2019,1,26,12
2019-01-26 13:00:00,2019,1,26,13
2019-01-26 14:00:00,2019,1,26,14
2019-01-26 15:00:00,2019,1,26,15
2019-01-26 16:00:00,2019,1,26,16
2019-01-26 17:00:00,2019,1,26,17
2019-01-26 18:00:00,2019,1,26,18
2019-01-26 19:00:00,2019,1,26,19
2019-01-26 20:00:00,2019,1,26,20
2019-01-26 21:00:00,2019,1,26,21
2019-01-26 22:00:00,2019,1,26,22
2019-01-26 23:00:00,2019,1,26,23
2019-01-27 00:00:00,2019,1,27,0
2019-01-27 01:00:00,2019,1,27,1
2019-01-27 02:00:00,2019,1,27,2
2019-01-27 03:00:00,2019,1,27,3
2019-01-27 04:00:00,2019,1,27,4
2019-01-27 05:00:00,2019,1,27,5
2019-01-27 06:00:00,2019,1,27,6
2019-01-27 07:00:00,2019,1,27,7
2019-01-27 08:00:00,2019,1,27,8
2019-01-27 09:00:00,2019,1,27,9
2019-01-27 10:00:00,2019,1,27,10
